cap,bet,markets,fills,closed_with_fill,realized_pl
0.75,30,2636,554,150,3001.8
0.75,35,2636,542,148,52.57
0.75,40,2636,531,145,28.61
0.75,45,2636,518,142,86.3
0.75,50,2636,513,140,85.77
0.75,55,2636,502,137,186.23
0.75,60,2636,491,134,186.1
0.75,65,2636,480,134,207.31
0.75,70,2636,473,132,100.98
0.75,75,2636,468,131,178.69
0.75,80,2636,460,128,101.58
0.75,85,2636,455,127,30.24
0.75,90,2636,452,127,26.8
0.75,95,2636,450,127,31.0
0.75,100,2636,443,126,138.29
0.75,105,2636,437,125,250.17
0.75,110,2636,433,125,259.37
0.75,115,2636,429,125,258.12
0.75,120,2636,422,125,252.64
0.75,125,2636,419,125,245.51
0.75,130,2636,413,125,237.43
0.75,135,2636,408,123,297.82
0.75,140,2636,406,123,296.47
0.75,145,2636,402,120,186.82
0.75,150,2636,399,120,181.5
0.75,155,2636,394,117,201.59
0.75,160,2636,393,117,186.93
0.75,165,2636,390,116,0.25
0.75,170,2636,385,116,-21.87
0.75,175,2636,383,116,-39.33
0.75,180,2636,379,115,-172.83
0.75,185,2636,375,112,-551.54
0.75,190,2636,375,112,-583.67
0.75,195,2636,372,111,-714.39
0.75,200,2636,372,111,-753.02
0.75,205,2636,364,108,-1530.63
0.75,210,2636,363,108,-1589.36
0.75,215,2636,362,108,-1649.55
0.75,220,2636,360,107,-1848.76
0.75,225,2636,359,107,-1901.8
0.75,230,2636,354,106,-1721.59
0.75,235,2636,352,106,-1767.6
0.75,240,2636,351,106,-1821.94
0.75,245,2636,350,106,-1879.9
0.75,250,2636,349,106,-1936.38
0.75,255,2636,348,106,-1988.37
0.75,260,2636,345,105,-2309.16
0.75,265,2636,343,104,-2485.4
0.75,270,2636,343,104,-2546.14
0.75,275,2636,340,103,-2732.9
0.75,280,2636,340,103,-2796.82
0.75,285,2636,339,103,-2861.88
0.75,290,2636,334,102,-3193.07
0.75,295,2636,334,102,-3261.88
0.75,300,2636,334,102,-3331.85
0.75,305,2636,329,102,-3402.53
0.75,310,2636,328,102,-3473.43
0.75,315,2636,325,102,-3544.03
0.75,320,2636,323,102,-3614.04
0.75,325,2636,323,102,-3685.44
0.75,330,2636,321,102,-3760.13
0.75,335,2636,320,102,-3833.89
0.75,340,2636,316,101,-4170.91
0.75,345,2636,314,100,-4791.29
0.75,350,2636,311,100,-4878.2
0.75,355,2636,310,100,-4966.85
0.75,360,2636,310,100,-5059.69
0.75,365,2636,310,100,-5153.26
0.75,370,2636,308,100,-5246.37
0.75,375,2636,305,99,-5524.07
0.75,380,2636,303,98,-5939.43
0.75,385,2636,300,97,-5645.96
0.75,390,2636,297,97,-5726.0
0.75,395,2636,295,97,-5803.22
0.75,400,2636,294,96,-6483.43
0.75,405,2636,293,95,-6159.56
0.75,410,2636,292,95,-6235.0
0.75,415,2636,290,95,-6310.46
0.75,420,2636,290,95,-6381.91
0.75,425,2636,289,95,-6451.32
0.75,430,2636,288,94,-6094.19
0.75,435,2636,287,94,-6162.48
0.75,440,2636,285,94,-6232.7
0.75,445,2636,284,94,-6304.39
0.75,450,2636,284,94,-6376.33
0.75,455,2636,283,93,-5993.12
0.75,460,2636,283,93,-6062.61
0.75,465,2636,283,93,-6133.18
0.75,470,2636,282,92,-5732.66
0.75,475,2636,282,92,-5798.63
0.75,480,2636,282,92,-5866.64
0.75,485,2636,282,92,-5928.96
0.75,490,2636,282,92,-5988.16
0.75,495,2636,280,90,-5056.52
0.75,500,2636,280,90,-5105.41
0.8,5,2636,744,187,543.09
0.8,10,2636,694,176,1062.31
0.8,15,2636,663,169,1563.38
0.8,20,2636,648,166,2055.98
0.8,25,2636,637,163,2536.13
0.8,30,2636,617,160,3049.7
0.8,35,2636,608,158,105.28
0.8,40,2636,597,156,124.05
0.8,45,2636,585,153,199.28
0.8,50,2636,579,151,203.19
0.8,55,2636,570,149,330.66
0.8,60,2636,556,146,339.19
0.8,65,2636,543,146,369.29
0.8,70,2636,535,144,269.92
0.8,75,2636,530,143,354.3
0.8,80,2636,521,141,324.63
0.8,85,2636,514,140,265.59
0.8,90,2636,510,140,274.98
0.8,95,2636,505,139,267.15
0.8,100,2636,498,138,381.65
0.8,105,2636,493,138,397.42
0.8,110,2636,488,137,340.21
0.8,115,2636,482,136,312.46
0.8,120,2636,479,136,311.18
0.8,125,2636,475,134,233.69
0.8,130,2636,466,134,222.97
0.8,135,2636,464,133,350.4
0.8,140,2636,462,133,348.79
0.8,145,2636,457,130,238.82
0.8,150,2636,454,130,232.63
0.8,155,2636,451,130,224.8
0.8,160,2636,448,129,140.31
0.8,165,2636,444,127,-111.41
0.8,170,2636,440,127,-145.51
0.8,175,2636,437,126,-253.13
0.8,180,2636,432,125,-405.13
0.8,185,2636,427,124,-566.98
0.8,190,2636,425,122,-760.47
0.8,195,2636,422,122,-819.26
0.8,200,2636,422,122,-881.08
0.8,205,2636,416,120,-1592.92
0.8,210,2636,415,120,-1668.36
0.8,215,2636,413,119,-1845.05
0.8,220,2636,410,118,-2053.7
0.8,225,2636,407,116,-2398.31
0.8,230,2636,401,115,-2250.04
0.8,235,2636,398,115,-2327.38
0.8,240,2636,395,114,-2472.45
0.8,245,2636,394,113,-2625.56
0.8,250,2636,393,113,-2704.47
0.8,255,2636,392,113,-2779.87
0.8,260,2636,391,113,-2859.09
0.8,265,2636,389,113,-2941.34
0.8,270,2636,387,113,-3023.92
0.8,275,2636,384,112,-3193.03
0.8,280,2636,383,112,-3278.01
0.8,285,2636,380,112,-3362.57
0.8,290,2636,378,112,-3449.67
0.8,295,2636,376,111,-3804.3
0.8,300,2636,374,110,-3595.69
0.8,305,2636,368,110,-3684.35
0.8,310,2636,367,110,-3770.74
0.8,315,2636,364,110,-3856.79
0.8,320,2636,360,110,-3943.12
0.8,325,2636,359,110,-4029.9
0.8,330,2636,355,110,-4118.16
0.8,335,2636,355,110,-4205.22
0.8,340,2636,352,110,-4291.24
0.8,345,2636,351,109,-4927.17
0.8,350,2636,349,109,-5026.55
0.8,355,2636,349,109,-5127.12
0.8,360,2636,347,107,-5641.58
0.8,365,2636,345,107,-5747.0
0.8,370,2636,342,106,-5948.85
0.8,375,2636,340,106,-6050.88
0.8,380,2636,339,106,-6148.79
0.8,385,2636,337,105,-5861.44
0.8,390,2636,334,105,-5950.08
0.8,395,2636,331,104,-6225.7
0.8,400,2636,330,103,-6915.89
0.8,405,2636,330,103,-7007.72
0.8,410,2636,329,103,-7098.68
0.8,415,2636,327,103,-7189.65
0.8,420,2636,326,102,-6856.52
0.8,425,2636,324,101,-7273.84
0.8,430,2636,324,101,-7359.52
0.8,435,2636,323,101,-7444.86
0.8,440,2636,321,101,-7530.15
0.8,445,2636,319,101,-7616.53
0.8,450,2636,319,101,-7702.87
0.8,455,2636,317,100,-7334.24
0.8,460,2636,315,99,-6958.18
0.8,465,2636,314,98,-6573.13
0.8,470,2636,313,97,-6176.8
0.8,475,2636,313,97,-6246.48
0.8,480,2636,312,97,-6318.63
0.8,485,2636,312,97,-6380.56
0.8,490,2636,311,97,-6443.5
0.8,495,2636,309,95,-5515.88
0.8,500,2636,309,95,-5569.58
