cap,bet,markets,fills,closed_with_fill,closed_y,closed_no,cost_all,cost_closed,realized_pl,value_per_dollar
0.3,245,2887,132,36,34,2,32340,8820,-2626.04,-0.29773721190476193
0.3,250,2887,131,36,34,2,32750,9000,-2687.06,-0.29856230300000003
0.3,255,2887,130,35,33,2,33150,8925,-2493.08,-0.2793366100840336
0.3,260,2887,129,35,33,2,33540,9100,-2549.1,-0.28012063340659343
0.3,265,2887,129,35,33,2,34185,9275,-2605.12,-0.2808750708355795
0.3,270,2887,129,35,33,2,34830,9450,-2661.13,-0.2816015661375661
0.3,275,2887,126,34,32,2,34650,9350,-2438.77,-0.2608312435294118
0.3,280,2887,126,34,32,2,35280,9520,-2486.48,-0.26118492226890755
0.3,285,2887,125,34,32,2,35625,9690,-2534.83,-0.26159251630546954
0.3,290,2887,124,34,32,2,35960,9860,-2579.14,-0.2615759752535497
0.3,295,2887,124,34,32,2,36580,10030,-2620.62,-0.2612784371884347
0.3,300,2887,124,34,32,2,37200,10200,-2661.8,-0.2609609444117647
0.3,305,2887,123,34,32,2,37515,10370,-2702.73,-0.2606296531340406
0.3,310,2887,121,33,31,2,37510,10230,-2434.83,-0.2380091007820137
0.3,315,2887,120,33,31,2,37800,10395,-2472.31,-0.23783644810004811
0.3,320,2887,118,33,31,2,37760,10560,-2509.97,-0.23768696231060607
0.3,325,2887,118,33,31,2,38350,10725,-2548.24,-0.23759782638694638
0.3,330,2887,117,33,31,2,38610,10890,-2586.92,-0.237550128466483
0.3,335,2887,117,33,31,2,39195,11055,-2625.61,-0.23750385427408413
0.3,340,2887,115,33,31,2,39100,11220,-2664.29,-0.23745894117647057
0.3,345,2887,115,33,31,2,39675,11385,-2702.97,-0.23741532973210364
0.3,350,2887,114,33,31,2,39900,11550,-2741.66,-0.23737296432900432
0.3,355,2887,114,33,31,2,40470,11715,-2780.34,-0.23733179240290228
0.3,360,2887,113,33,31,2,40680,11880,-2819.03,-0.23729176422558923
0.3,365,2887,113,33,31,2,41245,12045,-2857.71,-0.23725283262764635
0.3,370,2887,111,33,31,2,41070,12210,-2896.39,-0.23721495331695333
0.3,375,2887,109,32,30,2,40875,12000,-2560.08,-0.21333989916666662
0.3,380,2887,108,31,29,2,41040,11780,-2213.76,-0.18792555186757218
0.3,385,2887,108,31,29,2,41580,11935,-2242.45,-0.18788832936740676
0.3,390,2887,108,31,29,2,42120,12090,-2271.13,-0.1878520613730356
0.3,395,2887,107,30,28,2,42265,11850,-1904.82,-0.1607439351898734
0.3,400,2887,107,30,28,2,42800,12000,-1928.5,-0.16070832024999995
0.3,405,2887,106,29,27,2,42930,11745,-1547.18,-0.13173129442315878
0.3,410,2887,106,29,27,2,43460,11890,-1565.87,-0.1316962375105131
0.3,415,2887,106,29,27,2,43990,12035,-1584.55,-0.13166202525965934
0.3,420,2887,105,29,27,2,44100,12180,-1603.24,-0.13162862766830868
0.3,425,2887,104,29,27,2,44200,12325,-1621.92,-0.13159601582150102
0.3,430,2887,104,29,27,2,44720,12470,-1640.61,-0.13156416246992783
0.3,435,2887,103,29,27,2,44805,12615,-1659.29,-0.1315330413793104
0.3,440,2887,103,29,27,2,45320,12760,-1677.97,-0.13150262735109713
0.3,445,2887,101,28,26,2,44945,12460,-1251.66,-0.10045407142857142
0.3,450,2887,101,28,26,2,45450,12600,-1265.34,-0.10042396341269841
0.3,455,2887,100,27,25,2,45500,12285,-824.31,-0.06709930158730157
0.3,460,2887,100,27,25,2,46000,12420,-834.43,-0.06718445515297904
0.3,465,2887,100,27,25,2,46500,12555,-844.57,-0.06726981314217441
0.3,470,2887,99,26,24,2,46530,12220,-384.71,-0.03148233019639934
0.3,475,2887,99,26,24,2,47025,12350,-389.86,-0.0315672587854251
0.3,480,2887,98,26,24,2,47040,12480,-395.0,-0.03165041802884616
0.3,485,2887,98,26,24,2,47530,12610,-400.14,-0.03173186264869153
0.3,490,2887,97,26,24,2,47530,12740,-405.28,-0.03181164513343802
0.3,495,2887,97,26,24,2,48015,12870,-410.42,-0.03188981592851592
0.3,500,2887,97,26,24,2,48500,13000,-415.56,-0.03196642323076923
0.35,5,2887,355,105,83,22,1775,525,482.79,0.9196077028571429
0.35,10,2887,327,100,79,21,3270,1000,923.16,0.923156858
0.35,15,2887,304,92,73,19,4560,1380,1390.41,1.0075454231884058
0.35,20,2887,290,87,70,17,5800,1740,1814.58,1.0428600183908046
0.35,25,2887,274,83,67,16,6850,2075,2319.54,1.117849398072289
0.35,30,2887,265,80,65,15,7950,2400,2776.77,1.1569880504166667
0.35,35,2887,258,77,64,13,9030,2695,-250.05,-0.09278232244897959
0.35,40,2887,251,75,63,12,10040,3000,-344.8,-0.11493193666666664
0.35,45,2887,246,73,61,12,11070,3285,-313.28,-0.0953654474885845
0.35,50,2887,238,70,59,11,11900,3500,-466.26,-0.13321595085714288
0.35,55,2887,228,67,58,9,12540,3685,-700.37,-0.1900601611940298
0.35,60,2887,219,65,56,9,13140,3900,-647.01,-0.16589958025641027
0.35,65,2887,213,64,55,9,13845,4160,-640.27,-0.15391052139423084
0.35,70,2887,210,64,55,9,14700,4480,-694.3,-0.1549787419642857
0.35,75,2887,209,64,55,9,15675,4800,-744.12,-0.1550250939583334
0.35,80,2887,206,62,53,9,16480,4960,-618.53,-0.12470369939516131
0.35,85,2887,205,61,52,9,17425,5185,-558.14,-0.10764563857280618
0.35,90,2887,202,59,51,8,18180,5310,-679.71,-0.12800494613935973
0.35,95,2887,202,59,51,8,19190,5605,-701.91,-0.12522849562890276
0.35,100,2887,201,59,51,8,20100,5900,-722.68,-0.12248893169491525
0.35,105,2887,200,59,51,8,21000,6195,-746.31,-0.12047025213882163
0.35,110,2887,198,59,51,8,21780,6490,-754.91,-0.11631822033898305
0.35,115,2887,194,57,49,8,22310,6555,-532.77,-0.0812776225781846
0.35,120,2887,190,57,49,8,22800,6840,-527.32,-0.07709412456140359
0.35,125,2887,188,56,49,7,23500,7000,-804.13,-0.11487620657142858
0.35,130,2887,187,56,49,7,24310,7280,-806.08,-0.11072586826923084
0.35,135,2887,185,55,48,7,24975,7425,-673.89,-0.09075997831649839
0.35,140,2887,183,55,48,7,25620,7700,-673.55,-0.0874746318181818
0.35,145,2887,182,54,47,7,26390,7830,-528.27,-0.06746780830140485
0.35,150,2887,178,51,45,6,26700,7650,-525.39,-0.06867864352941179
0.35,155,2887,177,50,44,6,27435,7750,-365.81,-0.04720154941935485
0.35,160,2887,176,50,44,6,28160,8000,-357.08,-0.044635230750000005
0.35,165,2887,173,48,42,6,28545,7920,-20.83,-0.0026297818181817982
0.35,170,2887,171,48,42,6,29070,8160,-8.27,-0.0010137409313725298
0.35,175,2887,170,48,42,6,29750,8400,3.86,0.00045944869047621933
0.35,180,2887,170,48,42,6,30600,8640,15.99,0.0018507949074073916
0.35,185,2887,167,46,41,5,30895,8510,-1142.85,-0.1342954455934195
0.35,190,2887,166,46,41,5,31540,8740,-1170.82,-0.13396144050343245
0.35,195,2887,165,45,40,5,32175,8775,-1005.44,-0.11457992626780628
0.35,200,2887,165,45,40,5,33000,9000,-1023.99,-0.11377663011111114
0.35,205,2887,165,45,40,5,33825,9225,-1046.57,-0.11344889528455288
0.35,210,2887,164,45,40,5,34440,9450,-1067.85,-0.11299964095238095
0.35,215,2887,164,45,40,5,35260,9675,-1087.4,-0.11239276971576229
0.35,220,2887,164,45,40,5,36080,9900,-1131.45,-0.11428760828282829
0.35,225,2887,164,45,40,5,36900,10125,-1185.99,-0.11713490903703702
0.35,230,2887,163,45,40,5,37490,10350,-1240.53,-0.11985841429951691
0.35,235,2887,163,45,40,5,38305,10575,-1293.91,-0.12235551290780146
0.35,240,2887,160,45,40,5,38400,10800,-1345.25,-0.12456034101851855
0.35,245,2887,160,45,40,5,39200,11025,-1392.71,-0.12632281333333342
0.35,250,2887,158,44,40,4,39500,11000,-2998.36,-0.2725783969090909
0.35,255,2887,158,44,40,4,40290,11220,-3055.83,-0.2723555712121211
0.35,260,2887,156,43,39,4,40560,11180,-2859.39,-0.25575925974955277
0.35,265,2887,154,42,38,4,40810,11130,-2657.22,-0.23874376388140162
0.35,270,2887,154,42,38,4,41580,11340,-2715.05,-0.23942219215167554
0.35,275,2887,150,40,36,4,41250,11000,-2221.04,-0.20191281909090908
0.35,280,2887,150,40,36,4,42000,11200,-2265.24,-0.20225389982142855
0.35,285,2887,149,40,36,4,42465,11400,-2309.26,-0.20256642684210524
0.35,290,2887,146,39,35,4,42340,11310,-2063.19,-0.18242204420866492
0.35,295,2887,146,39,35,4,43070,11505,-2096.64,-0.18223746232073015
0.35,300,2887,146,39,35,4,43800,11700,-2129.94,-0.18204586863247868
0.35,305,2887,145,39,35,4,44225,11895,-2162.27,-0.1817794100042034
0.35,310,2887,142,38,34,4,44020,11780,-1886.05,-0.16010604193548386
0.35,315,2887,141,38,34,4,44415,11970,-1915.18,-0.1599981400167084
0.35,320,2887,139,38,34,4,44480,12160,-1944.71,-0.15992670296052633
0.35,325,2887,138,38,34,4,44850,12350,-1974.42,-0.15987190898785425
0.35,330,2887,136,38,34,4,44880,12540,-2004.91,-0.159881446092504
0.35,335,2887,134,37,33,4,44890,12395,-1700.41,-0.13718504187172242
0.35,340,2887,133,37,33,4,45220,12580,-1725.9,-0.1371942651033386
0.35,345,2887,132,37,33,4,45540,12765,-1751.25,-0.13719178394046222
0.35,350,2887,131,37,33,4,45850,12950,-1776.48,-0.1371798600772201
0.35,355,2887,130,37,33,4,46150,13135,-1801.71,-0.13716827247811195
0.35,360,2887,130,37,33,4,46800,13320,-1826.93,-0.13715700668168163
0.35,365,2887,130,37,33,4,47450,13505,-1852.16,-0.1371460496112551
0.35,370,2887,128,37,33,4,47360,13690,-1877.38,-0.137135388458729
0.35,375,2887,127,37,33,4,47625,13875,-1902.61,-0.1371250118198199
0.35,380,2887,126,37,33,4,47880,14060,-1927.84,-0.13711490817923186
0.35,385,2887,126,37,33,4,48510,14245,-1953.06,-0.13710506704106704
0.35,390,2887,126,37,33,4,49140,14430,-1978.29,-0.13709547810117811
0.35,395,2887,125,36,33,3,49375,14220,-3011.06,-0.2117485568917018
0.35,400,2887,125,36,33,3,50000,14400,-3049.6,-0.21177758145833334
0.35,405,2887,123,34,31,3,49815,13770,-2278.13,-0.1654415300653595
0.35,410,2887,123,34,31,3,50430,13940,-2306.66,-0.1654707722381636
0.35,415,2887,123,34,31,3,51045,14110,-2335.2,-0.16549930970942597
0.35,420,2887,120,33,30,3,50400,13860,-1943.73,-0.14024011226551225
0.35,425,2887,120,33,30,3,51000,14025,-1967.26,-0.14026813910873437
0.35,430,2887,120,33,30,3,51600,14190,-1990.79,-0.140295514235377
0.35,435,2887,119,33,30,3,51765,14355,-2014.33,-0.14032225990943925
0.35,440,2887,119,33,30,3,52360,14520,-2037.86,-0.14034839779614325
0.35,445,2887,118,33,30,3,52510,14685,-2061.39,-0.14037394797412325
0.35,450,2887,118,33,30,3,53100,14850,-2084.92,-0.14039893057239058
0.35,455,2887,117,32,29,3,53235,14560,-1653.46,-0.11356159429945054
0.35,460,2887,116,32,29,3,53360,14720,-1673.42,-0.11368338165760873
0.35,465,2887,115,32,29,3,53475,14880,-1693.86,-0.11383434583333334
0.35,470,2887,114,31,28,3,53580,14570,-1244.44,-0.0854110886753603
0.35,475,2887,112,30,27,3,53200,14250,-785.3,-0.05510845045614035
0.35,480,2887,112,30,27,3,53760,14400,-795.68,-0.055255748333333306
0.35,485,2887,112,30,27,3,54320,14550,-804.7,-0.05530552000000002
0.35,490,2887,112,30,27,3,54880,14700,-813.5,-0.055339859863945566
0.35,495,2887,112,30,27,3,55440,14850,-821.97,-0.05535157205387204
0.35,500,2887,112,30,27,3,56000,15000,-830.45,-0.05536304993333336
0.4,5,2887,397,116,84,32,1985,580,541.17,0.9330504931034482
0.4,10,2887,364,110,81,29,3640,1100,1006.76,0.9152342245454544
0.4,15,2887,340,103,75,28,5100,1545,1553.69,1.0056269566343041
0.4,20,2887,327,99,73,26,6540,1980,2025.55,1.0230064464646464
0.4,25,2887,312,97,73,24,7800,2425,2408.0,0.9929888701030927
0.4,30,2887,304,96,72,24,9120,2880,2909.58,1.0102715461805556
0.4,35,2887,296,94,71,23,10360,3290,-45.9,-0.013950424924012182
0.4,40,2887,286,90,68,22,11440,3600,-29.37,-0.008157977500000016
0.4,45,2887,276,86,65,21,12420,3870,-10.02,-0.002589829974160241
0.4,50,2887,271,85,64,21,13550,4250,63.01,0.01482492164705884
0.4,55,2887,263,81,63,18,14465,4455,-176.65,-0.03965110774410776
0.4,60,2887,256,79,61,18,15360,4740,-52.49,-0.011073483966244715
0.4,65,2887,248,78,60,18,16120,5070,13.11,0.0025855268244576106
0.4,70,2887,242,78,60,18,16940,5460,5.83,0.0010673721611721416
0.4,75,2887,237,77,59,18,17775,5775,86.02,0.014894925714285712
0.4,80,2887,233,74,56,18,18640,5920,344.92,0.05826301925675675
0.4,85,2887,231,73,55,18,19635,6205,463.56,0.07470760386784848
0.4,90,2887,230,73,55,18,20700,6570,497.35,0.07570006042617963
0.4,95,2887,228,72,54,18,21660,6840,635.78,0.09295084356725146
0.4,100,2887,224,71,53,18,22400,7100,783.97,0.11041900619718305
0.4,105,2887,222,70,52,18,23310,7350,941.58,0.1281055036734694
0.4,110,2887,220,70,52,18,24200,7700,998.48,0.1296727223376624
0.4,115,2887,217,69,51,18,24955,7935,1170.89,0.14756060693131692
0.4,120,2887,214,69,51,18,25680,8280,1230.03,0.14855405640096614
0.4,125,2887,212,69,51,18,26500,8625,1286.16,0.14912038365217387
0.4,130,2887,210,69,51,18,27300,8970,1338.8,0.14925353277591968
0.4,135,2887,208,68,50,18,28080,9180,1533.6,0.1670591592592592
0.4,140,2887,206,68,50,18,28840,9520,1604.85,0.168576643802521
0.4,145,2887,205,68,50,18,29725,9860,1675.67,0.16994630760649085
0.4,150,2887,204,67,49,18,30600,10050,1902.97,0.18935050407960202
0.4,155,2887,203,66,49,17,31465,10230,1690.87,0.16528495376344085
0.4,160,2887,199,64,49,15,31840,10240,1148.86,0.11219376845703125
0.4,165,2887,199,64,49,15,32835,10560,1200.51,0.1136848502840909
0.4,170,2887,198,64,49,15,33660,10880,1245.35,0.11446266194852943
0.4,175,2887,197,63,48,15,34475,11025,1463.71,0.1327627787755102
0.4,180,2887,196,62,48,14,35280,11160,1236.26,0.11077567016129038
0.4,185,2887,195,61,48,13,36075,11285,-81.46,-0.007218460965883886
0.4,190,2887,194,61,48,13,36860,11590,-90.05,-0.007769954529767049
0.4,195,2887,191,58,47,11,37245,11310,-522.59,-0.046206395844385496
0.4,200,2887,189,57,46,11,37800,11400,-343.19,-0.030104271052631575
0.4,205,2887,187,56,46,10,38335,11480,-723.79,-0.06304796611498256
0.4,210,2887,186,55,46,9,39060,11550,-1146.38,-0.09925330277056275
0.4,215,2887,185,54,45,9,39775,11610,-966.79,-0.08327250913006021
0.4,220,2887,184,54,45,9,40480,11880,-997.34,-0.08395092735690235
0.4,225,2887,183,53,44,9,41175,11925,-802.69,-0.06731122498951785
0.4,230,2887,181,53,44,9,41630,12190,-827.32,-0.06786835414273994
0.4,235,2887,180,53,44,9,42300,12455,-851.86,-0.06839527450822962
0.4,240,2887,178,53,44,9,42720,12720,-876.41,-0.06890024017295594
0.4,245,2887,178,53,44,9,43610,12985,-912.67,-0.07028628263380823
0.4,250,2887,177,53,44,9,44250,13250,-972.21,-0.07337399841509432
0.4,255,2887,177,53,44,9,45135,13515,-1031.72,-0.07633912230854603
0.4,260,2887,176,53,44,9,45760,13780,-1091.13,-0.07918248091436868
0.4,265,2887,176,53,44,9,46640,14045,-1150.69,-0.08192891512993948
0.4,270,2887,176,53,44,9,47520,14310,-1210.68,-0.08460396540880506
0.4,275,2887,172,51,43,8,47300,14025,-2595.49,-0.1850613411051693
0.4,280,2887,172,51,43,8,48160,14280,-2660.49,-0.1863085611344538
0.4,285,2887,172,51,43,8,49020,14535,-2725.28,-0.18749763983488132
0.4,290,2887,171,51,43,8,49590,14790,-2790.03,-0.18864318167680863
0.4,295,2887,171,51,43,8,50445,15045,-2854.79,-0.18974989159189104
0.4,300,2887,170,50,42,8,51000,15000,-2619.54,-0.17463610560000004
0.4,305,2887,169,50,42,8,51545,15250,-2679.35,-0.17569489409836073
0.4,310,2887,167,49,41,8,51770,15190,-2429.21,-0.15992197577353517
0.4,315,2887,166,49,41,8,52290,15435,-2484.08,-0.1609382890832524
0.4,320,2887,164,49,41,8,52480,15680,-2538.95,-0.16192284241071428
0.4,325,2887,164,49,41,8,53300,15925,-2593.99,-0.16288800144427004
0.4,330,2887,161,48,40,8,53130,15840,-2319.11,-0.146408310290404
0.4,335,2887,160,48,40,8,53600,16080,-2369.03,-0.1473276293532338
0.4,340,2887,159,48,40,8,54060,16320,-2419.22,-0.1482367284313726
0.4,345,2887,156,47,40,7,53820,16215,-3017.26,-0.18607825161887143
0.4,350,2887,155,47,40,7,54250,16450,-3075.93,-0.18698677118541035
0.4,355,2887,153,47,40,7,54315,16685,-3134.25,-0.18784843596044354
0.4,360,2887,153,47,40,7,55080,16920,-3192.38,-0.18867477293144205
0.4,365,2887,153,47,40,7,55845,17155,-3250.5,-0.18947847047508018
0.4,370,2887,152,47,40,7,56240,17390,-3308.63,-0.19026044640598042
0.4,375,2887,147,46,39,7,55125,17250,-2986.04,-0.1731039304927536
0.4,380,2887,145,46,39,7,55100,17480,-3032.75,-0.1734985152173913
0.4,385,2887,144,45,38,7,55440,17325,-2694.58,-0.15553135422799416
0.4,390,2887,144,45,38,7,56160,17550,-2736.43,-0.15592182769230764
0.4,395,2887,144,45,38,7,56880,17775,-2778.04,-0.1562892908016877
0.4,400,2887,143,45,38,7,57200,18000,-2816.17,-0.15645381316666665
0.4,405,2887,141,43,36,7,57105,17415,-2044.3,-0.11738703008900368
0.4,410,2887,141,43,36,7,57810,17630,-2072.42,-0.11755085774248444
0.4,415,2887,140,43,36,7,58100,17845,-2100.55,-0.11771073779770243
0.4,420,2887,139,43,36,7,58380,18060,-2129.33,-0.11790295487264674
0.4,425,2887,139,43,36,7,59075,18275,-2161.2,-0.11825989876880982
0.4,430,2887,139,43,36,7,59770,18490,-2193.07,-0.11860854159004865
0.4,435,2887,138,43,36,7,60030,18705,-2224.94,-0.11894916963378778
0.4,440,2887,138,43,36,7,60720,18920,-2256.82,-0.1192820561310782
0.4,445,2887,137,43,36,7,60965,19135,-2288.69,-0.119607462032924
0.4,450,2887,137,43,36,7,61650,19350,-2320.56,-0.11992563674418605
0.4,455,2887,136,42,35,7,61880,19110,-1897.43,-0.09929007608581898
0.4,460,2887,136,42,35,7,62560,19320,-1924.13,-0.09959255414078676
0.4,465,2887,136,42,35,7,63240,19530,-1946.46,-0.09966521720430112
0.4,470,2887,135,41,34,7,63450,19270,-1500.02,-0.07784239776855216
0.4,475,2887,135,41,34,7,64125,19475,-1519.97,-0.07804735671373556
0.4,480,2887,134,41,34,7,64320,19680,-1533.09,-0.07790075670731704
0.4,485,2887,132,40,33,7,64020,19400,-1060.36,-0.0546575575257732
0.4,490,2887,130,39,32,7,63700,19110,-575.22,-0.030100565201465184
0.4,495,2887,130,39,32,7,64350,19305,-576.44,-0.02985958207718211
0.4,500,2887,130,39,32,7,65000,19500,-578.1,-0.02964611225641028
0.45,5,2887,426,123,84,39,2130,615,572.62,0.931081406504065
0.45,10,2887,396,117,82,35,3960,1170,1050.42,0.8977914717948717
0.45,15,2887,373,111,76,35,5595,1665,1661.13,0.9976743261261263
0.45,20,2887,359,108,74,34,7180,2160,2204.25,1.0204862300925928
0.45,25,2887,345,106,74,32,8625,2650,2655.25,1.00198262754717
0.45,30,2887,337,104,74,30,10110,3120,3062.33,0.9815147596153847
0.45,35,2887,328,102,73,29,11480,3570,116.04,0.032503328291316524
0.45,40,2887,319,99,70,29,12760,3960,233.67,0.05900843308080809
0.45,45,2887,313,96,67,29,14085,4320,381.51,0.08831279629629624
0.45,50,2887,309,95,66,29,15450,4750,459.4,0.0967168107368421
0.45,55,2887,300,90,63,27,16500,4950,465.52,0.09404392484848487
0.45,60,2887,292,88,62,26,17520,5280,441.79,0.08367280378787884
0.45,65,2887,282,86,61,25,18330,5590,485.37,0.0868282388193202
0.45,70,2887,273,85,61,24,19110,5950,446.4,0.07502542470588237
0.45,75,2887,269,84,61,23,20175,6300,410.9,0.06522224904761904
0.45,80,2887,266,82,59,23,21280,6560,620.53,0.09459267118902441
0.45,85,2887,259,79,57,22,22015,6715,682.88,0.10169477930007449
0.45,90,2887,257,79,57,22,23130,7110,731.56,0.10289148734177218
0.45,95,2887,256,79,57,22,24320,7505,790.18,0.10528740799467023
0.45,100,2887,255,79,57,22,25500,7900,848.67,0.10742660253164553
0.45,105,2887,249,77,55,22,26145,8085,1117.0,0.13815647829313546
0.45,110,2887,248,77,55,22,27280,8470,1183.44,0.13972154380165283
0.45,115,2887,244,77,55,22,28060,8855,1252.07,0.1413965317899492
0.45,120,2887,241,77,55,22,28920,9240,1323.48,0.14323362294372297
0.45,125,2887,239,77,55,22,29875,9625,1387.23,0.14412827948051946
0.45,130,2887,237,77,55,22,30810,10010,1449.39,0.14479374455544453
0.45,135,2887,234,76,54,22,31590,10260,1645.4,0.16037056812865497
0.45,140,2887,232,76,54,22,32480,10640,1710.86,0.1607952900375939
0.45,145,2887,231,76,54,22,33495,11020,1771.64,0.1607659859346643
0.45,150,2887,229,74,52,22,34350,11100,2145.15,0.19325702837837835
0.45,155,2887,227,73,52,21,35185,11315,2027.85,0.179217597260274
0.45,160,2887,226,73,52,21,36160,11680,2106.19,0.18032471652397264
0.45,165,2887,226,73,52,21,37290,12045,2186.22,0.18150407679535074
0.45,170,2887,223,72,52,20,37910,12240,1982.42,0.16196231805555558
0.45,175,2887,219,69,51,18,38325,12075,1540.47,0.12757502211180127
0.45,180,2887,218,68,51,17,39240,12240,1316.8,0.10758172745098041
0.45,185,2887,217,67,51,16,40145,12395,6.32,0.0005100414683339857
0.45,190,2887,217,67,51,16,41230,12730,3.53,0.0002771809897878022
0.45,195,2887,215,66,50,16,41925,12870,194.5,0.015113038927738912
0.45,200,2887,212,65,49,16,42400,13000,395.33,0.0304099470769231
0.45,205,2887,209,63,49,14,42845,12915,-247.58,-0.019170012001548612
0.45,210,2887,206,61,48,13,43260,12810,-377.33,-0.02945579422326307
0.45,215,2887,205,61,48,13,44075,13115,-393.02,-0.02996686199008768
0.45,220,2887,205,61,48,13,45100,13420,-409.43,-0.030508746572280195
0.45,225,2887,204,60,47,13,45900,13500,-201.23,-0.01490589533333332
0.45,230,2887,201,59,46,13,46230,13570,17.72,0.001305991156963884
0.45,235,2887,200,59,46,13,47000,13865,12.45,0.000897679408582787
0.45,240,2887,198,59,46,13,47520,14160,5.7,0.0004027012005650316
0.45,245,2887,197,59,46,13,48265,14455,-1.33,-9.208080249052335e-05
0.45,250,2887,195,58,46,12,48750,14500,-460.86,-0.03178369158620686
0.45,255,2887,195,58,46,12,49725,14790,-475.09,-0.032122196416497606
0.45,260,2887,194,58,46,12,50440,15080,-513.68,-0.03406372499999997
0.45,265,2887,194,58,46,12,51410,15370,-562.96,-0.036627193298633676
0.45,270,2887,194,58,46,12,52380,15660,-613.04,-0.039146814240102176
0.45,275,2887,190,57,45,12,52250,15675,-383.86,-0.024488565422647532
0.45,280,2887,190,57,45,12,53200,15960,-425.22,-0.026642941604010026
0.45,285,2887,189,56,45,11,53865,15960,-888.59,-0.05567580444862157
0.45,290,2887,186,55,45,10,53940,15950,-2561.76,-0.16061207429467086
0.45,295,2887,186,55,45,10,54870,16225,-2624.47,-0.16175489053929126
0.45,300,2887,185,54,45,9,55500,16200,-3132.93,-0.19339050234567906
0.45,305,2887,184,54,45,9,56120,16470,-3201.89,-0.19440737030965397
0.45,310,2887,182,53,44,9,56420,16430,-2961.28,-0.18023618904443092
0.45,315,2887,181,53,44,9,57015,16695,-3025.67,-0.1812322122791255
0.45,320,2887,178,53,44,9,56960,16960,-3090.06,-0.18219710972877365
0.45,325,2887,178,53,44,9,57850,17225,-3154.63,-0.1831423949492018
