cap,bet,markets,fills,closed_with_fill,closed_y,closed_no,cost_all,cost_closed,realized_pl,value_per_dollar
0.45,330,2887,177,53,44,9,58410,17490,-3219.27,-0.18406332104059459
0.45,335,2887,177,53,44,9,59295,17755,-3283.71,-0.18494574198817235
0.45,340,2887,176,53,44,9,59840,18020,-3348.43,-0.18581744150943394
0.45,345,2887,175,52,44,8,60375,17940,-3960.58,-0.2207682799888517
0.45,350,2887,174,52,44,8,60900,18200,-4032.6,-0.2215714085714285
0.45,355,2887,171,50,42,8,60705,17750,-3394.62,-0.19124599025352115
0.45,360,2887,170,50,42,8,61200,18000,-3456.63,-0.19203516772222218
0.45,365,2887,170,50,42,8,62050,18250,-3518.65,-0.19280272378082194
0.45,370,2887,166,50,42,8,61420,18500,-3580.67,-0.19354953513513515
0.45,375,2887,163,50,42,8,61125,18750,-3636.97,-0.19397177200000001
0.45,380,2887,162,50,42,8,61560,19000,-3692.57,-0.1943459294210526
0.45,385,2887,161,49,41,8,61985,18865,-3363.17,-0.17827588619135964
0.45,390,2887,160,49,41,8,62400,19110,-3413.78,-0.1786382275771848
0.45,395,2887,160,49,41,8,63200,19355,-3464.15,-0.17897934218548184
0.45,400,2887,160,49,41,8,64000,19600,-3511.03,-0.17913399147959186
0.45,405,2887,159,48,40,8,64395,19440,-3152.91,-0.16218658930041155
0.45,410,2887,159,48,40,8,65190,19680,-3194.82,-0.16233825508130081
0.45,415,2887,159,48,40,8,65985,19920,-3236.86,-0.16249319021084338
0.45,420,2887,158,48,40,8,66360,20160,-3279.83,-0.1626899157738096
0.45,425,2887,158,48,40,8,67150,20400,-3326.09,-0.16304358083333334
0.45,430,2887,157,48,40,8,67510,20640,-3372.96,-0.16341857354651163
0.45,435,2887,156,48,40,8,67860,20880,-3418.98,-0.16374425780651344
0.45,440,2887,156,48,40,8,68640,21120,-3463.37,-0.16398535875946973
0.45,445,2887,154,48,40,8,68530,21360,-3508.45,-0.16425328188202254
0.45,450,2887,154,48,40,8,69300,21600,-3553.26,-0.16450256027777777
0.45,455,2887,153,47,39,8,69615,21385,-3142.37,-0.14694280346036942
0.45,460,2887,153,47,39,8,70380,21620,-3181.31,-0.147146665587419
0.45,465,2887,151,46,38,8,70215,21390,-2750.96,-0.12860954240299208
0.45,470,2887,150,45,37,8,70500,21150,-2311.9,-0.10930968354609932
0.45,475,2887,149,45,37,8,70775,21375,-2338.97,-0.10942557810526315
0.45,480,2887,149,45,37,8,71520,21600,-2359.11,-0.10921810722222222
0.45,485,2887,149,45,37,8,72265,21825,-2378.74,-0.10899147111111109
0.45,490,2887,146,44,36,8,71540,21560,-1907.62,-0.08847957996289427
0.45,495,2887,145,43,35,8,71775,21285,-1427.85,-0.06708258759689924
0.45,500,2887,145,43,35,8,72500,21500,-1438.53,-0.06690830404651163
0.5,5,2887,472,133,88,45,2360,665,542.63,0.8159887894736841
0.5,10,2887,437,125,84,41,4370,1250,999.76,0.7998086136
0.5,15,2887,411,120,80,40,6165,1800,1543.72,0.8576238916666667
0.5,20,2887,401,119,79,40,8020,2380,2078.44,0.8732960474789917
0.5,25,2887,387,117,79,38,9675,2925,2507.4,0.8572295388034188
0.5,30,2887,378,114,78,36,11340,3420,2940.9,0.8599117260233918
0.5,35,2887,371,112,77,35,12985,3920,-11.89,-0.003032140561224574
0.5,40,2887,363,111,76,35,14520,4440,8.51,0.0019157144144144353
0.5,45,2887,353,108,73,35,15885,4860,132.07,0.02717523724279835
0.5,50,2887,348,107,72,35,17400,5350,192.9,0.03605587588785043
0.5,55,2887,339,103,71,32,18645,5665,31.47,0.0055550451897617365
0.5,60,2887,328,101,70,31,19680,6060,-9.67,-0.0015951283828382812
0.5,65,2887,318,100,69,31,20670,6500,65.08,0.010012791846153854
0.5,70,2887,311,99,69,30,21770,6930,-2.6,-0.0003750396825396637
0.5,75,2887,308,99,69,30,23100,7425,46.73,0.006293964579124587
0.5,80,2887,304,97,68,29,24320,7760,81.89,0.010552987371134059
0.5,85,2887,302,95,66,29,25670,8075,294.73,0.03649891157894739
0.5,90,2887,299,95,66,29,26910,8550,318.58,0.03726060549707601
0.5,95,2887,297,94,66,28,28215,8930,225.43,0.025244291601343793
0.5,100,2887,291,92,65,27,29100,9200,246.96,0.026843865978260845
0.5,105,2887,287,92,65,27,30135,9660,269.73,0.027922109627329203
0.5,110,2887,284,91,64,27,31240,10010,404.72,0.040431149550449554
0.5,115,2887,281,91,64,27,32315,10465,432.38,0.04131663726708078
0.5,120,2887,275,89,64,25,33000,10680,202.85,0.018993203277153575
0.5,125,2887,269,87,63,24,33625,10875,218.9,0.020128750528735667
0.5,130,2887,267,87,63,24,34710,11310,254.97,0.022543969319186542
0.5,135,2887,265,86,62,24,35775,11610,423.15,0.03644718148148148
0.5,140,2887,263,86,62,24,36820,12040,460.81,0.03827357931893686
0.5,145,2887,261,86,62,24,37845,12470,496.91,0.03984838748997595
0.5,150,2887,259,85,61,24,38850,12750,680.08,0.05333979968627447
0.5,155,2887,257,85,61,24,39835,13175,715.18,0.054282960075901325
0.5,160,2887,254,83,60,23,40640,13280,712.91,0.05368283614457826
0.5,165,2887,254,83,60,23,41910,13695,757.17,0.05528836013143481
0.5,170,2887,253,82,59,23,43010,13940,968.33,0.06946425387374464
0.5,175,2887,248,80,58,22,43400,14000,941.4,0.06724304742857141
0.5,180,2887,248,80,58,22,44640,14400,990.55,0.06878841999999998
0.5,185,2887,248,80,58,22,45880,14800,1037.04,0.07007050398648648
0.5,190,2887,247,79,58,21,46930,15010,696.53,0.04640450532978012
0.5,195,2887,244,77,57,20,47580,15015,575.17,0.038306590276390266
0.5,200,2887,242,76,56,20,48400,15200,799.86,0.052622121842105206
0.5,205,2887,237,74,56,18,48585,15170,180.86,0.011922386486486488
0.5,210,2887,235,73,55,18,49350,15330,401.71,0.026204267710371824
0.5,215,2887,234,72,55,17,50310,15480,195.15,0.01260630058139534
0.5,220,2887,233,72,55,17,51260,15840,204.87,0.012933698169191897
0.5,225,2887,233,72,55,17,52425,16200,214.43,0.013236604999999964
0.5,230,2887,229,70,54,16,52670,16100,-936.09,-0.05814216236024843
0.5,235,2887,227,69,53,16,53345,16215,-731.19,-0.04509340351526365
0.5,240,2887,224,68,52,16,53760,16320,-517.4,-0.031703132659313696
0.5,245,2887,223,68,52,16,54635,16660,-538.63,-0.03233061146458582
0.5,250,2887,220,68,52,16,55000,17000,-557.61,-0.03280063094117649
0.5,255,2887,219,67,51,16,55845,17085,-321.2,-0.018800382791922723
0.5,260,2887,218,67,51,16,56680,17420,-334.45,-0.019199084270952887
0.5,265,2887,218,67,51,16,57770,17755,-347.56,-0.019575401577020486
0.5,270,2887,217,67,51,16,58590,18090,-389.86,-0.02155102835820893
0.5,275,2887,213,66,50,16,58575,18150,-164.32,-0.00905349988980721
0.5,280,2887,212,66,50,16,59360,18480,-211.18,-0.011427536255411264
0.5,285,2887,211,65,50,15,60135,18525,-665.06,-0.03590073025641029
0.5,290,2887,210,65,50,15,60900,18850,-718.3,-0.03810605076923078
0.5,295,2887,209,64,50,14,61655,18880,-1181.19,-0.0625632754237288
0.5,300,2887,208,63,50,13,62400,18900,-2872.36,-0.15197680820105816
0.5,305,2887,207,63,50,13,63135,19215,-2942.18,-0.15311885797554
0.5,310,2887,204,62,49,13,63240,19220,-2702.22,-0.14059435270551518
0.5,315,2887,203,62,49,13,63945,19530,-2766.54,-0.1416560797235023
0.5,320,2887,200,62,49,13,64000,19840,-2830.58,-0.1426704433467742
0.5,325,2887,200,62,49,13,65000,20150,-2896.13,-0.14372847315136475
0.5,330,2887,199,62,49,13,65670,20460,-2961.93,-0.14476666373411531
0.5,335,2887,198,61,49,12,66330,20435,-3478.47,-0.1702213838023
0.5,340,2887,196,61,49,12,66640,20740,-3548.72,-0.1711053378977821
0.5,345,2887,194,60,49,11,66930,20700,-4166.59,-0.2012843519806763
0.5,350,2887,192,60,49,11,67200,21000,-4244.56,-0.2021220947619047
0.5,355,2887,191,59,49,10,67805,20945,-4886.96,-0.23332322764382907
0.5,360,2887,191,59,49,10,68760,21240,-4972.55,-0.23411230353107343
0.5,365,2887,191,59,49,10,69715,21535,-5058.14,-0.23487976076155098
0.5,370,2887,190,59,49,10,70300,21830,-5143.72,-0.23562616825469535
0.5,375,2887,187,59,49,10,70125,22125,-5223.58,-0.23609407805649715
0.5,380,2887,186,59,49,10,70680,22420,-5302.74,-0.23651834567350577
0.5,385,2887,183,58,48,10,70455,22330,-4996.9,-0.22377524155844153
0.5,390,2887,182,57,47,10,70980,22230,-4681.06,-0.21057404313990108
0.5,395,2887,181,57,47,10,71495,22515,-4749.99,-0.21096990970464125
0.5,400,2887,181,57,47,10,72400,22800,-4815.43,-0.21120291583333328
0.5,405,2887,181,57,47,10,73305,23085,-4880.87,-0.21143016868096168
0.5,410,2887,181,57,47,10,74210,23370,-4946.33,-0.21165309824561407
0.5,415,2887,181,57,47,10,75115,23655,-5012.72,-0.21190942815472422
0.5,420,2887,179,57,47,10,75180,23940,-5081.11,-0.2122436102339182
0.5,425,2887,179,57,47,10,76075,24225,-5153.03,-0.21271526712074304
0.5,430,2887,178,56,46,10,76540,24080,-4795.5,-0.19914850867940193
0.5,435,2887,177,56,46,10,76995,24360,-4863.26,-0.19964125303776684
0.5,440,2887,177,56,46,10,77880,24640,-4931.54,-0.20014359228896111
0.5,445,2887,176,56,46,10,78320,24920,-4999.82,-0.20063464297752812
0.5,450,2887,175,56,46,10,78750,25200,-5068.09,-0.20111478146825404
0.5,455,2887,174,55,45,10,79170,25025,-4681.37,-0.18706771960039964
0.5,460,2887,174,55,45,10,80040,25300,-4744.47,-0.1875284339525691
0.5,465,2887,173,55,45,10,80445,25575,-4801.67,-0.18774838826979473
0.5,470,2887,172,54,44,10,80840,25380,-4389.03,-0.1729326587864461
0.5,475,2887,171,53,43,10,81225,25175,-3967.77,-0.15760767944389276
0.5,480,2887,171,53,43,10,82080,25440,-4009.68,-0.15761302441037736
0.5,485,2887,171,53,43,10,82935,25705,-4048.62,-0.15750315191596972
0.5,490,2887,170,53,43,10,83300,25970,-4086.36,-0.15734940438968037
0.5,495,2887,169,52,42,10,83655,25740,-3630.58,-0.14104817536907543
0.5,500,2887,168,51,41,10,84000,25500,-3165.34,-0.12413111035294117
0.55,5,2887,497,139,90,49,2485,695,526.68,0.7578091151079136
0.55,10,2887,459,129,85,44,4590,1290,970.8,0.7525604651162792
0.55,15,2887,431,123,81,42,6465,1845,1488.77,0.8069234921409214
0.55,20,2887,424,122,80,42,8480,2440,2001.64,0.8203441995901639
0.55,25,2887,408,120,79,41,10200,3000,2472.89,0.824295568
0.55,30,2887,399,118,78,40,11970,3540,2934.78,0.8290328166666666
0.55,35,2887,393,116,77,39,13755,4060,-11.99,-0.0029536076354679942
0.55,40,2887,382,113,76,37,15280,4520,-76.46,-0.016916469247787613
0.55,45,2887,375,110,73,37,16875,4950,38.42,0.007761589090909128
0.55,50,2887,371,109,72,37,18550,5450,83.3,0.015283598532110051
0.55,55,2887,361,105,71,34,19855,5775,-105.61,-0.018286790995670977
0.55,60,2887,351,104,70,34,21060,6240,-57.04,-0.009141335256410234
0.55,65,2887,344,103,69,34,22360,6695,-7.65,-0.001142527408513767
0.55,70,2887,337,102,69,33,23590,7140,-111.15,-0.015567054901960786
0.55,75,2887,333,102,69,33,24975,7650,-112.35,-0.014686900653594768
0.55,80,2887,331,101,68,33,26480,8080,-23.57,-0.0029173420792078966
0.55,85,2887,329,100,67,33,27965,8500,69.7,0.008199681176470583
0.55,90,2887,327,100,67,33,29430,9000,80.72,0.008968472666666635
0.55,95,2887,325,99,67,32,30875,9405,-23.74,-0.002524297820308291
0.55,100,2887,322,97,66,31,32200,9700,-11.95,-0.0012320436082474359
0.55,105,2887,319,97,66,31,33495,10185,1.86,0.0001828809032891557
0.55,110,2887,314,97,66,31,34540,10670,16.18,0.0015161942830365786
0.55,115,2887,311,97,66,31,35765,11155,59.41,0.005325999910354078
0.55,120,2887,308,97,66,31,36960,11640,110.36,0.009480991580755965
0.55,125,2887,306,97,66,31,38250,12125,169.76,0.01400066861855673
0.55,130,2887,300,94,65,29,39000,12220,101.57,0.008312108265139102
0.55,135,2887,295,92,64,28,39825,12420,77.76,0.006260518438003182
0.55,140,2887,291,92,64,28,40740,12880,103.99,0.008074030822981375
0.55,145,2887,290,92,64,28,42050,13340,129.61,0.009716158545727164
0.55,150,2887,288,91,63,28,43200,13650,318.52,0.023334917289377314
0.55,155,2887,287,91,63,28,44485,14105,368.5,0.02612534179369021
0.55,160,2887,286,91,63,28,45760,14560,408.52,0.028057891208791205
0.55,165,2887,285,91,63,28,47025,15015,445.07,0.029641845354645372
0.55,170,2887,283,91,63,28,48110,15470,470.12,0.03038886043956047
0.55,175,2887,278,89,62,27,48650,15575,419.01,0.02690303922953453
0.55,180,2887,278,89,62,27,50040,16020,442.23,0.02760498807740325
0.55,185,2887,277,89,62,27,51245,16465,460.0,0.02793821366535072
0.55,190,2887,277,89,62,27,52630,16910,474.62,0.028067577114133577
0.55,195,2887,275,88,61,27,53625,17160,680.66,0.03966558076923076
0.55,200,2887,273,87,60,27,54600,17400,905.96,0.052066884425287376
0.55,205,2887,269,85,60,25,55145,17425,290.26,0.01665758685796273
0.55,210,2887,267,85,60,25,56070,17850,310.02,0.01736806577030814
0.55,215,2887,264,85,60,25,56760,18275,335.04,0.018333171874144984
0.55,220,2887,264,85,60,25,58080,18700,361.75,0.019345177112299522
0.55,225,2887,264,85,60,25,59400,19125,388.3,0.0203030750849673
0.55,230,2887,260,83,59,24,59800,19090,399.66,0.020935345625982243
0.55,235,2887,259,83,59,24,60865,19505,429.53,0.022021374416816238
0.55,240,2887,258,83,59,24,61920,19920,456.69,0.022926293222891546
0.55,245,2887,253,80,57,23,61985,19600,750.59,0.038295445102040776
0.55,250,2887,251,80,57,23,62750,20000,782.28,0.03911403104999999
0.55,255,2887,248,78,56,22,63240,19890,-339.44,-0.017066023026646532
0.55,260,2887,247,78,56,22,64220,20280,-343.95,-0.016959841666666642
0.55,265,2887,247,78,56,22,65455,20670,-347.97,-0.016834618045476563
0.55,270,2887,247,78,56,22,66690,21060,-353.53,-0.016786677920227908
0.55,275,2887,244,78,56,22,67100,21450,-360.54,-0.01680854428904429
0.55,280,2887,242,78,56,22,67760,21840,-370.38,-0.01695862435897435
0.55,285,2887,242,78,56,22,68970,22230,-383.81,-0.01726546261808368
0.55,290,2887,240,77,56,21,69600,22330,-682.73,-0.030574563905060536
0.55,295,2887,238,75,55,20,70210,22125,-817.04,-0.03692856745762714
0.55,300,2887,237,75,55,20,71100,22500,-837.96,-0.0372425270222222
0.55,305,2887,236,75,55,20,71980,22875,-857.82,-0.03750022893989064
0.55,310,2887,234,74,54,20,72540,22940,-581.25,-0.02533785492589361
0.55,315,2887,232,73,53,20,73080,22995,-315.17,-0.013705865709936997
0.55,320,2887,228,73,53,20,72960,23360,-358.76,-0.015357813227739754
0.55,325,2887,228,73,53,20,74100,23725,-402.76,-0.01697599608008431
0.55,330,2887,225,72,52,20,74250,23760,-120.21,-0.005059447348484813
0.55,335,2887,223,72,52,20,74705,24120,-162.19,-0.006724175082918767
0.55,340,2887,220,71,52,19,74800,24140,-1860.49,-0.07707085393537692
0.55,345,2887,218,69,52,17,75210,23805,-2977.97,-0.12509845494643987
0.55,350,2887,217,69,52,17,75950,24150,-3044.14,-0.12605119780538301
0.55,355,2887,214,68,51,17,75970,24140,-2755.46,-0.11414495323115158
0.55,360,2887,214,68,51,17,77040,24480,-2815.6,-0.11501644599673207
0.55,365,2887,212,67,51,16,77380,24455,-3260.98,-0.13334612549580857
0.55,370,2887,210,66,51,15,77700,24420,-3805.71,-0.15584411076986077
0.55,375,2887,205,65,51,14,76875,24375,-4258.71,-0.1747164673641026
0.55,380,2887,204,65,51,14,77520,24700,-4333.03,-0.17542623785425102
0.55,385,2887,202,64,50,14,77770,24640,-4021.81,-0.1632229786525974
0.55,390,2887,201,63,49,14,78390,24570,-3700.57,-0.15061320207570209
0.55,395,2887,200,63,49,14,79000,24885,-3764.46,-0.15127445766526015
0.55,400,2887,199,62,49,13,79600,24800,-4430.84,-0.17866278036290323
0.55,405,2887,199,62,49,13,80595,25110,-4495.27,-0.1790232514137794
0.55,410,2887,199,62,49,13,81590,25420,-4559.74,-0.17937605153422503
0.55,415,2887,199,62,49,13,82585,25730,-4625.12,-0.17975599599689077
0.55,420,2887,197,62,49,13,82740,26040,-4691.86,-0.1801790112135177
0.55,425,2887,197,62,49,13,83725,26350,-4760.42,-0.18066110106261862
0.55,430,2887,196,61,48,13,84280,26230,-4402.87,-0.16785635234464355
0.55,435,2887,195,61,48,13,84825,26535,-4470.62,-0.16848013288110048
0.55,440,2887,195,61,48,13,85800,26840,-4539.08,-0.16911634217585694
0.55,445,2887,194,61,48,13,86330,27145,-4607.69,-0.16974346667894635
0.55,450,2887,194,61,48,13,87300,27450,-4676.29,-0.1703566550091075
0.55,455,2887,192,60,47,13,87360,27300,-4289.89,-0.15713897293040305
0.55,460,2887,190,59,46,13,87400,27140,-3893.5,-0.143459754458364
0.55,465,2887,190,59,46,13,88350,27435,-3950.42,-0.14399205266994713
0.55,470,2887,189,58,45,13,88830,27260,-3532.15,-0.1295727885913427
0.55,475,2887,188,58,45,13,89300,27550,-3580.02,-0.12994617208711437
0.55,480,2887,186,57,45,12,89280,27360,-4210.42,-0.15388949320175432
0.55,485,2887,186,57,45,12,90210,27645,-4255.77,-0.15394361483089167
0.55,490,2887,185,57,45,12,90650,27930,-4297.75,-0.1538758717508056
0.55,495,2887,184,56,44,12,91080,27720,-3843.29,-0.1386469034271284
0.55,500,2887,183,55,43,12,91500,27500,-3380.06,-0.1229111430909091
0.6,5,2887,535,151,90,61,2675,755,540.41,0.7157796860927153
0.6,10,2887,496,139,85,54,4960,1390,990.49,0.7125820467625901
0.6,15,2887,467,133,81,52,7005,1995,1522.27,0.7630420516290727
0.6,20,2887,456,129,80,49,9120,2580,2004.59,0.7769720395348835
0.6,25,2887,440,126,79,47,11000,3150,2460.51,0.7811155073015872
0.6,30,2887,430,124,78,46,12900,3720,2919.5,0.784812152956989
0.6,35,2887,420,121,77,44,14700,4235,-50.08,-0.011826314521841814
0.6,40,2887,410,118,76,42,16400,4720,-109.36,-0.023169978177966007
0.6,45,2887,404,116,74,42,18180,5220,-36.24,-0.006942087547892649
0.6,50,2887,400,115,73,42,20000,5750,13.56,0.002357404695652191
0.6,55,2887,393,113,72,41,21615,6215,3.28,0.0005279338696701918
0.6,60,2887,383,110,71,39,22980,6600,-119.31,-0.018076700303030224
0.6,65,2887,373,108,70,38,24245,7020,-114.01,-0.01624058034188036
0.6,70,2887,366,107,70,37,25620,7490,-218.42,-0.029161364753003988
0.6,75,2887,362,107,70,37,27150,8025,-231.95,-0.028903723489096568
0.6,80,2887,358,106,69,37,28640,8480,-168.99,-0.019928165683962256
0.6,85,2887,354,105,68,37,30090,8925,-104.03,-0.01165611630252105
0.6,90,2887,352,105,68,37,31680,9450,-120.56,-0.012758074285714275
0.6,95,2887,352,105,68,37,33440,9975,-128.74,-0.012906059749373396
0.6,100,2887,350,104,67,37,35000,10400,-39.87,-0.0038339877884615375
0.6,105,2887,347,104,67,37,36435,10920,-48.97,-0.004484173901098868
0.6,110,2887,342,103,67,36,37620,11330,-133.03,-0.011741459135039713
0.6,115,2887,335,101,67,34,38525,11615,-344.66,-0.029673841928540716
0.6,120,2887,333,101,67,34,39960,12120,-367.84,-0.030350037871287136
0.6,125,2887,331,101,67,34,41375,12625,-391.63,-0.03102026487128714
0.6,130,2887,327,101,67,34,42510,13130,-415.19,-0.03162171188118815
0.6,135,2887,321,98,66,32,43335,13230,-607.39,-0.04591001564625854
0.6,140,2887,317,98,66,32,44380,13720,-637.71,-0.04648013870262395
0.6,145,2887,316,98,66,32,45820,14210,-669.64,-0.047124416537649566
0.6,150,2887,315,98,66,32,47250,14700,-704.87,-0.04795049972789115
0.6,155,2887,313,97,65,32,48515,15035,-585.34,-0.03893201975390756
0.6,160,2887,312,97,65,32,49920,15520,-622.99,-0.04014087970360827
0.6,165,2887,308,95,65,30,50820,15675,-933.33,-0.05954270360446564
0.6,170,2887,307,95,65,30,52190,16150,-988.49,-0.061206735789473714
0.6,175,2887,303,93,64,29,53025,16275,-1119.5,-0.06878674003072197
0.6,180,2887,303,93,64,29,54540,16740,-1175.85,-0.07024208136200723
0.6,185,2887,301,92,63,29,55685,17020,-1052.11,-0.06181630446533487
0.6,190,2887,300,92,63,29,57000,17480,-1112.97,-0.0636712094965675
0.6,195,2887,299,92,63,29,58305,17940,-1173.5,-0.06541240702341138
0.6,200,2887,297,91,62,29,59400,18200,-1034.7,-0.0568517254395604
0.6,205,2887,292,89,62,27,59860,18245,-1741.46,-0.09544877747328032
0.6,210,2887,290,89,62,27,60900,18690,-1815.09,-0.09711565414660245
0.6,215,2887,290,89,62,27,62350,19135,-1891.03,-0.0988258477658741
0.6,220,2887,289,89,62,27,63580,19580,-1967.54,-0.10048706608784473
0.6,225,2887,289,89,62,27,65025,20025,-2043.65,-0.102054874556804
0.6,230,2887,285,87,61,26,65550,20010,-2135.77,-0.10673511314342825
0.6,235,2887,282,87,61,26,66270,20445,-2209.32,-0.10806149014428959
0.6,240,2887,281,87,61,26,67440,20880,-2284.38,-0.10940497571839086
0.6,245,2887,280,86,60,26,68600,21070,-2113.99,-0.10033162050308497
0.6,250,2887,279,86,60,26,69750,21500,-2182.09,-0.10149234413953488
0.6,255,2887,276,85,59,26,70380,21675,-1991.86,-0.09189662754325265
0.6,260,2887,274,85,59,26,71240,22100,-2042.43,-0.09241778393665162
0.6,265,2887,274,85,59,26,72610,22525,-2092.13,-0.09288046175360704
0.6,270,2887,273,85,59,26,73710,22950,-2142.5,-0.09335516535947719
0.6,275,2887,270,84,59,25,74250,23100,-2386.14,-0.10329609251082249
0.6,280,2887,269,84,59,25,75320,23520,-2444.99,-0.10395366989795919
0.6,285,2887,267,83,59,24,76095,23655,-2768.74,-0.11704661969985215
0.6,290,2887,266,83,59,24,77140,24070,-2831.89,-0.11765225529705027
0.6,295,2887,266,83,59,24,78470,24485,-2895.86,-0.11827068290790284
0.6,300,2887,265,83,59,24,79500,24900,-2960.71,-0.11890404172690767
0.6,305,2887,263,82,58,24,80215,25010,-2722.92,-0.10887327433026786
0.6,310,2887,261,81,57,24,80910,25110,-2476.67,-0.09863271732377533
0.6,315,2887,260,81,57,24,81900,25515,-2528.8,-0.09911038530276303
0.6,320,2887,256,81,57,24,81920,25920,-2587.4,-0.09982255289351856
0.6,325,2887,255,80,57,23,82875,26000,-3075.26,-0.11827914907692305
0.6,330,2887,251,79,56,23,82830,26070,-2807.38,-0.10768624744917535
0.6,335,2887,249,79,56,23,83415,26465,-2861.46,-0.10812257007368221
0.6,340,2887,247,79,56,23,83980,26860,-2915.05,-0.10852747587490694
0.6,345,2887,246,78,56,22,84870,26910,-3518.51,-0.13075090442214787
0.6,350,2887,245,78,56,22,85750,27300,-3582.85,-0.131239848021978
0.6,355,2887,245,78,56,22,86975,27690,-3648.63,-0.13176712542434085
0.6,360,2887,245,78,56,22,88200,28080,-3716.92,-0.1323690933404558
0.6,365,2887,245,78,56,22,89425,28470,-3784.85,-0.13294153568668776
0.6,370,2887,244,78,56,22,90280,28860,-3842.98,-0.13315943288288284
0.6,375,2887,239,77,56,21,89625,28875,-4201.81,-0.14551718351515144
0.6,380,2887,237,76,56,20,90060,28880,-4713.39,-0.1632059375
0.6,385,2887,235,75,55,20,90475,28875,-4356.28,-0.15086694825974026
0.6,390,2887,235,75,55,20,91650,29250,-4401.39,-0.15047486892307696
0.6,395,2887,232,74,54,20,91640,29230,-4055.58,-0.13874711125555939
0.6,400,2887,231,73,54,19,92400,29200,-4705.1,-0.16113370150684939
0.6,405,2887,229,73,54,19,92745,29565,-4753.97,-0.16079727671232885
0.6,410,2887,228,72,53,19,93480,29520,-4393.0,-0.1488144656504065
0.6,415,2887,228,72,53,19,94620,29880,-4439.08,-0.14856350264390888
0.6,420,2887,227,72,53,19,95340,30240,-4487.54,-0.14839763082010582
0.6,425,2887,226,72,53,19,96050,30600,-4537.64,-0.1482889496078431
0.6,430,2887,226,72,53,19,97180,30960,-4591.4,-0.14830095610465122
0.6,435,2887,226,72,53,19,98310,31320,-4644.91,-0.14830482538314177
0.6,440,2887,224,71,53,18,98560,31240,-5130.67,-0.1642341411331627
0.6,445,2887,222,70,53,17,98790,31150,-5612.43,-0.18017429348314598
0.6,450,2887,222,70,53,17,99900,31500,-5671.53,-0.18004859460317468
0.6,455,2887,220,69,52,17,100100,31395,-5279.08,-0.16815044914795346
0.6,460,2887,220,69,52,17,101200,31740,-5321.11,-0.16764682425960928
0.6,465,2887,220,69,52,17,102300,32085,-5361.38,-0.16709912445067787
0.6,470,2887,217,67,51,16,101990,31490,-5342.4,-0.16965399279136237
0.6,475,2887,216,67,51,16,102600,31825,-5367.41,-0.1686540166221524
0.6,480,2887,215,66,50,16,103200,31680,-4910.24,-0.15499502320075761
0.6,485,2887,215,66,50,16,104275,32010,-4925.97,-0.15388852867853797
0.6,490,2887,213,65,50,15,104370,31850,-5565.45,-0.17473932420722132
0.6,495,2887,212,64,49,15,104940,31680,-5086.26,-0.16055106190025248
0.6,500,2887,212,64,49,15,106000,32000,-5096.7,-0.15927193578124996
0.65,5,2887,583,162,90,72,2915,810,549.88,0.6788598271604939
0.65,10,2887,547,151,85,66,5470,1510,1027.97,0.6807765556291392
0.65,15,2887,518,145,81,64,7770,2175,1576.7,0.7249192285057473
0.65,20,2887,503,138,80,58,10060,2760,2048.79,0.742315843115942
0.65,25,2887,485,135,79,56,12125,3375,2530.02,0.7496341528888887
0.65,30,2887,473,131,78,53,14190,3930,2948.41,0.7502311597964376
0.65,35,2887,464,128,77,51,16240,4480,-24.34,-0.005433352455357137
0.65,40,2887,453,126,76,50,18120,5040,-28.41,-0.00563615892857141
0.65,45,2887,445,124,74,50,20025,5580,65.27,0.011697983333333363
0.65,50,2887,438,121,73,48,21900,6050,57.36,0.009480400991735546
0.65,55,2887,428,118,72,46,23540,6490,34.9,0.00537755608628667
0.65,60,2887,420,116,71,45,25200,6960,41.68,0.005988170114942569
0.65,65,2887,408,114,70,44,26520,7410,59.57,0.008039699190283398
0.65,70,2887,400,112,70,42,28000,7840,-79.48,-0.010137773596938746
0.65,75,2887,393,112,70,42,29475,8400,-85.22,-0.010145341904761917
0.65,80,2887,390,112,70,42,31200,8960,-95.23,-0.010628426227678605
0.65,85,2887,385,111,69,42,32725,9435,-31.5,-0.0033381698993110876
0.65,90,2887,382,111,69,42,34380,9990,-47.2,-0.004724419419419421
0.65,95,2887,380,110,69,41,36100,10450,-102.16,-0.009776224497607637
0.65,100,2887,378,110,69,41,37800,11000,-111.84,-0.010167145909090921
0.65,105,2887,375,110,69,41,39375,11550,-126.05,-0.010913209090909107
0.65,110,2887,371,110,69,41,40810,12100,-142.34,-0.011763224793388418
0.65,115,2887,366,109,69,40,42090,12535,-315.76,-0.02519043629836463
0.65,120,2887,360,108,69,39,43200,12960,-424.02,-0.03271778356481478
0.65,125,2887,359,108,69,39,44875,13500,-448.79,-0.033243355111111095
0.65,130,2887,354,107,68,39,46020,13910,-335.98,-0.02415382178288994
0.65,135,2887,348,105,67,38,46980,14175,-331.22,-0.023366536578483307
0.65,140,2887,343,104,67,37,48020,14560,-427.54,-0.029363912706044038
0.65,145,2887,340,103,67,36,49300,14935,-581.96,-0.038966416471376
0.65,150,2887,339,103,67,36,50850,15450,-612.91,-0.039670736893203884
0.65,155,2887,336,102,66,36,52080,15810,-492.88,-0.031175442061986126
0.65,160,2887,334,102,66,36,53440,16320,-528.51,-0.032384308272058855
