cap,bet,markets,fills,closed_with_fill,realized_pl
0.45,90,2604,252,71,1156.28
0.45,95,2604,251,71,1239.28
0.45,100,2604,249,71,1322.14
0.45,105,2604,243,69,1614.74
0.45,110,2604,243,69,1705.05
0.45,115,2604,236,69,1798.0
0.45,120,2604,235,69,1894.13
0.45,125,2604,233,69,1982.59
0.45,130,2604,230,69,2069.45
0.45,135,2604,225,68,2290.98
0.45,140,2604,224,68,2382.15
0.45,145,2604,222,68,2468.64
0.45,150,2604,219,66,2867.87
0.45,155,2604,218,65,2776.28
0.45,160,2604,218,65,2881.35
0.45,165,2604,218,65,2988.56
0.45,170,2604,216,64,2811.94
0.45,175,2604,212,61,2397.0
0.45,180,2604,211,60,2200.18
0.45,185,2604,208,59,916.54
0.45,190,2604,207,59,940.59
0.45,195,2604,206,58,1158.41
0.45,200,2604,204,57,1386.07
0.45,205,2604,201,55,770.01
0.45,210,2604,197,53,667.1
0.45,215,2604,196,53,678.26
0.45,220,2604,196,53,688.69
0.45,225,2604,194,52,923.73
0.45,230,2604,190,51,1169.52
0.45,235,2604,190,51,1191.09
0.45,240,2604,190,51,1211.18
0.45,245,2604,189,51,1230.99
0.45,250,2604,188,50,798.3
0.45,255,2604,188,50,810.92
0.45,260,2604,187,50,799.17
0.45,265,2604,187,50,776.73
0.45,270,2604,187,50,753.5
0.45,275,2604,183,49,1009.52
0.45,280,2604,182,49,995.0
0.45,285,2604,180,48,558.47
0.45,290,2604,176,47,-1087.86
0.45,295,2604,176,47,-1123.73
0.45,300,2604,174,46,-1605.34
0.45,305,2604,173,46,-1647.46
0.45,310,2604,172,46,-1690.01
0.45,315,2604,171,46,-1732.56
0.45,320,2604,168,46,-1775.11
0.45,325,2604,168,46,-1817.66
0.45,330,2604,167,46,-1860.21
0.45,335,2604,167,46,-1902.76
0.45,340,2604,166,46,-1945.3
0.45,345,2604,164,45,-2535.29
0.45,350,2604,164,45,-2585.13
0.45,355,2604,161,43,-1924.98
0.45,360,2604,159,43,-1964.83
0.45,365,2604,159,43,-2004.68
0.45,370,2604,157,43,-2044.52
0.45,375,2604,155,43,-2078.66
0.45,380,2604,154,43,-2112.09
0.45,385,2604,152,42,-1760.52
0.45,390,2604,151,42,-1788.95
0.45,395,2604,149,42,-1817.15
0.45,400,2604,149,42,-1841.87
0.45,405,2604,148,41,-1461.58
0.45,410,2604,148,41,-1481.32
0.45,415,2604,147,41,-1501.19
0.45,420,2604,147,41,-1521.99
0.45,425,2604,147,41,-1546.08
0.45,430,2604,146,41,-1570.78
0.45,435,2604,145,41,-1594.63
0.45,440,2604,145,41,-1616.85
0.45,445,2604,145,41,-1639.76
0.45,450,2604,144,41,-1662.4
0.45,455,2604,143,40,-1229.35
0.45,460,2604,143,40,-1246.12
0.45,465,2604,141,39,-793.59
0.45,470,2604,140,38,-332.37
0.45,475,2604,139,38,-337.27
0.45,480,2604,139,38,-335.24
0.45,485,2604,138,38,-332.7
0.45,490,2604,136,37,160.59
0.45,495,2604,135,36,662.53
0.45,500,2604,135,36,674.02
0.5,5,2604,451,124,569.34
0.5,10,2604,417,116,1053.18
0.5,15,2604,391,111,1623.84
0.5,20,2604,381,110,2186.83
0.5,25,2604,370,108,2644.65
0.5,30,2604,361,105,3107.03
0.5,35,2604,354,103,183.11
0.5,40,2604,347,102,232.38
0.5,45,2604,338,99,384.81
0.5,50,2604,333,98,474.51
0.5,55,2604,324,94,341.95
0.5,60,2604,311,92,329.69
0.5,65,2604,306,92,368.31
0.5,70,2604,302,91,324.74
0.5,75,2604,301,91,398.33
0.5,80,2604,296,89,457.86
0.5,85,2604,294,87,695.07
0.5,90,2604,292,87,743.3
0.5,95,2604,290,86,674.53
0.5,100,2604,284,84,720.43
0.5,105,2604,279,84,767.47
0.5,110,2604,278,83,926.33
0.5,115,2604,272,83,978.31
0.5,120,2604,266,81,773.49
0.5,125,2604,260,79,814.26
0.5,130,2604,257,79,875.04
0.5,135,2604,253,78,1068.73
0.5,140,2604,252,78,1132.1
0.5,145,2604,249,78,1193.91
0.5,150,2604,246,77,1402.8
0.5,155,2604,245,77,1463.61
0.5,160,2604,243,75,1488.07
0.5,165,2604,243,75,1559.52
0.5,170,2604,242,74,1797.85
0.5,175,2604,239,72,1797.94
0.5,180,2604,239,72,1873.93
0.5,185,2604,237,72,1947.26
0.5,190,2604,236,71,1633.59
0.5,195,2604,234,69,1539.08
0.5,200,2604,233,68,1790.6
0.5,205,2604,228,66,1198.45
0.5,210,2604,226,65,1446.14
0.5,215,2604,225,64,1266.42
0.5,220,2604,224,64,1302.98
0.5,225,2604,223,64,1339.39
0.5,230,2604,218,62,215.71
0.5,235,2604,217,61,447.45
0.5,240,2604,216,60,688.09
0.5,245,2604,215,60,693.7
0.5,250,2604,213,60,701.56
0.5,255,2604,212,59,964.8
0.5,260,2604,211,59,978.4
0.5,265,2604,211,59,992.13
0.5,270,2604,210,59,976.68
0.5,275,2604,206,58,1229.06
0.5,280,2604,204,58,1209.04
0.5,285,2604,202,57,782.0
0.5,290,2604,201,57,755.6
0.5,295,2604,200,56,319.55
0.5,300,2604,199,55,-1344.77
0.5,305,2604,198,55,-1387.75
0.5,310,2604,196,55,-1430.95
0.5,315,2604,195,55,-1473.43
0.5,320,2604,193,55,-1515.63
0.5,325,2604,193,55,-1559.16
0.5,330,2604,192,55,-1602.86
0.5,335,2604,191,54,-2097.52
0.5,340,2604,189,54,-2145.6
0.5,345,2604,186,53,-2741.29
0.5,350,2604,185,53,-2797.1
0.5,355,2604,184,52,-3417.32
0.5,360,2604,184,52,-3480.74
0.5,365,2604,184,52,-3544.16
0.5,370,2604,182,52,-3607.58
0.5,375,2604,180,52,-3665.27
0.5,380,2604,179,52,-3722.26
0.5,385,2604,176,51,-3394.25
0.5,390,2604,175,50,-3056.24
0.5,395,2604,172,50,-3103.0
0.5,400,2604,172,50,-3146.27
0.5,405,2604,172,50,-3189.54
0.5,410,2604,172,50,-3232.83
0.5,415,2604,171,50,-3277.05
0.5,420,2604,170,50,-3323.27
0.5,425,2604,170,50,-3373.02
0.5,430,2604,168,49,-2993.32
0.5,435,2604,168,49,-3038.91
0.5,440,2604,168,49,-3085.02
0.5,445,2604,167,49,-3131.13
0.5,450,2604,166,49,-3177.24
0.5,455,2604,165,48,-2768.34
0.5,460,2604,165,48,-2809.27
0.5,465,2604,164,48,-2844.3
0.5,470,2604,163,47,-2409.5
0.5,475,2604,162,46,-1966.07
0.5,480,2604,162,46,-1985.8
0.5,485,2604,162,46,-2002.58
0.5,490,2604,162,46,-2018.15
0.5,495,2604,161,45,-1540.2
0.5,500,2604,160,44,-1052.79
0.55,5,2604,479,130,553.38
0.55,10,2604,442,120,1024.22
0.55,15,2604,413,114,1568.9
0.55,20,2604,405,113,2110.03
0.55,25,2604,391,111,2610.14
0.55,30,2604,382,109,3100.91
0.55,35,2604,376,107,183.01
0.55,40,2604,366,104,147.41
0.55,45,2604,359,101,291.16
0.55,50,2604,355,100,364.91
0.55,55,2604,344,96,204.88
0.55,60,2604,332,95,282.31
0.55,65,2604,329,95,295.58
0.55,70,2604,325,94,216.19
0.55,75,2604,324,94,239.24
0.55,80,2604,321,93,352.4
0.55,85,2604,320,92,470.04
0.55,90,2604,319,92,505.44
0.55,95,2604,317,91,425.35
0.55,100,2604,314,89,461.52
0.55,105,2604,309,89,499.6
0.55,110,2604,306,89,537.79
0.55,115,2604,302,89,605.35
0.55,120,2604,300,89,681.01
0.55,125,2604,297,89,765.12
0.55,130,2604,289,86,721.64
0.55,135,2604,282,84,723.33
0.55,140,2604,279,84,775.28
0.55,145,2604,278,84,826.62
0.55,150,2604,274,83,1041.24
0.55,155,2604,273,83,1116.93
0.55,160,2604,272,83,1183.69
0.55,165,2604,271,83,1247.41
0.55,170,2604,270,83,1299.64
0.55,175,2604,267,81,1275.55
0.55,180,2604,267,81,1325.61
0.55,185,2604,264,81,1370.22
0.55,190,2604,264,81,1411.68
0.55,195,2604,263,80,1644.56
0.55,200,2604,262,79,1896.71
0.55,205,2604,258,77,1307.85
0.55,210,2604,256,77,1354.45
0.55,215,2604,253,77,1406.31
0.55,220,2604,253,77,1459.87
0.55,225,2604,252,77,1513.25
0.55,230,2604,247,75,1551.45
0.55,235,2604,247,75,1608.17
0.55,240,2604,247,75,1662.17
0.55,245,2604,242,72,1982.91
0.55,250,2604,242,72,2041.45
0.55,255,2604,240,70,946.56
0.55,260,2604,239,70,968.9
0.55,265,2604,239,70,991.72
0.55,270,2604,239,70,1013.01
0.55,275,2604,236,70,1032.83
0.55,280,2604,233,70,1049.84
0.55,285,2604,232,70,1063.25
0.55,290,2604,230,69,791.17
0.55,295,2604,228,67,683.7
0.55,300,2604,227,67,689.63
0.55,305,2604,226,67,696.61
0.55,310,2604,225,67,690.02
0.55,315,2604,223,66,977.95
0.55,320,2604,221,66,956.2
0.55,325,2604,221,66,934.22
0.55,330,2604,217,65,1238.85
0.55,335,2604,216,65,1218.77
0.55,340,2604,213,64,-457.36
0.55,345,2604,210,62,-1552.67
0.55,350,2604,209,62,-1596.67
0.55,355,2604,207,61,-1285.82
0.55,360,2604,207,61,-1323.8
0.55,365,2604,205,60,-1747.01
0.55,370,2604,203,59,-2269.57
0.55,375,2604,198,58,-2700.4
0.55,380,2604,197,58,-2752.55
0.55,385,2604,194,57,-2419.16
0.55,390,2604,193,56,-2075.74
0.55,395,2604,190,56,-2117.47
0.55,400,2604,189,55,-2761.68
0.55,405,2604,189,55,-2803.94
0.55,410,2604,189,55,-2846.24
0.55,415,2604,188,55,-2889.45
0.55,420,2604,187,55,-2934.02
0.55,425,2604,187,55,-2980.41
0.55,430,2604,185,54,-2600.69
0.55,435,2604,185,54,-2646.27
0.55,440,2604,185,54,-2692.57
0.55,445,2604,185,54,-2739.0
0.55,450,2604,185,54,-2785.43
0.55,455,2604,184,53,-2376.87
0.55,460,2604,182,52,-1958.3
0.55,465,2604,181,52,-1993.06
0.55,470,2604,180,51,-1552.62
0.55,475,2604,179,51,-1578.31
0.55,480,2604,177,50,-2186.54
0.55,485,2604,177,50,-2209.73
0.55,490,2604,177,50,-2229.54
0.55,495,2604,176,49,-1752.91
0.55,500,2604,175,48,-1267.5
0.6,5,2604,512,142,567.12
0.6,10,2604,475,130,1043.9
0.6,15,2604,446,124,1602.39
0.6,20,2604,434,120,2112.97
0.6,25,2604,419,117,2597.77
0.6,30,2604,408,115,3085.63
0.6,35,2604,400,112,144.92
0.6,40,2604,392,109,114.51
0.6,45,2604,387,107,216.5
0.6,50,2604,382,106,295.17
0.6,55,2604,374,104,313.76
0.6,60,2604,361,101,220.05
0.6,65,2604,356,100,189.22
0.6,70,2604,351,99,108.92
0.6,75,2604,350,99,119.64
0.6,80,2604,346,98,206.98
0.6,85,2604,344,97,296.31
0.6,90,2604,343,97,304.15
0.6,95,2604,343,97,320.36
0.6,100,2604,340,96,433.6
0.6,105,2604,336,96,448.77
0.6,110,2604,333,95,388.58
0.6,115,2604,325,93,201.27
0.6,120,2604,323,93,202.8
0.6,125,2604,320,93,203.73
0.6,130,2604,314,93,204.88
0.6,135,2604,306,90,38.18
0.6,140,2604,304,90,33.58
0.6,145,2604,303,90,27.36
0.6,150,2604,300,90,17.84
0.6,155,2604,298,89,163.09
0.6,160,2604,297,89,152.18
0.6,165,2604,294,87,-130.99
0.6,170,2604,293,87,-158.97
0.6,175,2604,290,85,-262.97
0.6,180,2604,290,85,-292.48
0.6,185,2604,287,84,-141.9
0.6,190,2604,287,84,-175.91
0.6,195,2604,287,84,-209.6
0.6,200,2604,286,83,-43.96
0.6,205,2604,281,81,-723.88
0.6,210,2604,279,81,-770.66
0.6,215,2604,278,81,-819.76
0.6,220,2604,276,81,-869.42
0.6,225,2604,275,81,-918.69
0.6,230,2604,270,79,-983.97
0.6,235,2604,268,79,-1030.68
0.6,240,2604,267,79,-1078.89
0.6,245,2604,266,78,-881.66
0.6,250,2604,265,78,-922.92
0.6,255,2604,264,77,-705.85
0.6,260,2604,261,77,-729.58
0.6,265,2604,261,77,-752.44
0.6,270,2604,260,77,-775.97
0.6,275,2604,256,76,-992.76
0.6,280,2604,254,76,-1024.77
0.6,285,2604,252,75,-1321.68
0.6,290,2604,251,75,-1357.99
0.6,295,2604,250,75,-1395.11
0.6,300,2604,249,75,-1433.12
0.6,305,2604,247,74,-1168.49
0.6,310,2604,246,74,-1205.4
0.6,315,2604,245,74,-1235.69
0.6,320,2604,243,74,-1272.45
0.6,325,2604,242,73,-1738.29
0.6,330,2604,237,72,-1448.32
0.6,335,2604,236,72,-1480.51
0.6,340,2604,234,72,-1511.92
0.6,345,2604,232,71,-2093.21
0.6,350,2604,232,71,-2135.38
0.6,355,2604,232,71,-2179.0
0.6,360,2604,232,71,-2225.12
0.6,365,2604,232,71,-2270.87
0.6,370,2604,231,71,-2306.84
0.6,375,2604,227,70,-2643.5
0.6,380,2604,225,69,-3132.9
0.6,385,2604,222,68,-2753.63
0.6,390,2604,222,68,-2776.57
0.6,395,2604,219,67,-2408.59
0.6,400,2604,218,66,-3035.94
0.6,405,2604,216,66,-3062.64
0.6,410,2604,215,65,-2679.5
0.6,415,2604,214,65,-2703.41
0.6,420,2604,214,65,-2729.71
0.6,425,2604,213,65,-2757.63
0.6,430,2604,212,65,-2789.22
0.6,435,2604,212,65,-2820.56
0.6,440,2604,210,64,-3284.16
0.6,445,2604,209,63,-3743.74
0.6,450,2604,209,63,-3780.67
0.6,455,2604,208,62,-3366.06
0.6,460,2604,208,62,-3385.91
0.6,465,2604,208,62,-3404.01
0.6,470,2604,205,60,-3362.87
0.6,475,2604,204,60,-3365.71
0.6,480,2604,202,59,-2886.37
0.6,485,2604,202,59,-2879.93
0.6,490,2604,201,58,-3497.23
0.6,495,2604,199,57,-2995.88
0.6,500,2604,199,57,-2984.15
0.65,5,2604,556,153,576.58
0.65,10,2604,524,142,1081.39
0.65,15,2604,495,136,1656.82
0.65,20,2604,479,129,2157.18
0.65,25,2604,461,126,2667.27
0.65,30,2604,449,122,3114.54
0.65,35,2604,442,119,170.66
0.65,40,2604,433,117,195.46
0.65,45,2604,426,115,318.02
0.65,50,2604,418,112,338.97
0.65,55,2604,408,109,345.38
0.65,60,2604,397,107,381.03
0.65,65,2604,389,106,362.8
0.65,70,2604,382,104,247.86
0.65,75,2604,379,104,266.37
0.65,80,2604,376,104,280.74
0.65,85,2604,372,103,368.85
0.65,90,2604,370,103,377.52
0.65,95,2604,368,102,346.93
0.65,100,2604,365,102,361.63
0.65,105,2604,361,102,371.69
0.65,110,2604,359,102,379.28
0.65,115,2604,353,101,230.17
0.65,120,2604,349,100,146.62
0.65,125,2604,347,100,146.57
0.65,130,2604,340,99,284.09
0.65,135,2604,333,97,314.35
0.65,140,2604,330,96,243.75
0.65,145,2604,327,95,115.04
0.65,150,2604,325,95,109.8
0.65,155,2604,322,94,255.55
0.65,160,2604,322,94,246.65
0.65,165,2604,318,93,79.01
0.65,170,2604,316,93,55.24
0.65,175,2604,313,91,-287.48
0.65,180,2604,313,91,-318.07
0.65,185,2604,311,91,-354.83
0.65,190,2604,311,91,-395.15
0.65,195,2604,310,91,-436.14
0.65,200,2604,307,90,-279.31
0.65,205,2604,303,88,-968.22
0.65,210,2604,302,88,-1024.22
0.65,215,2604,300,87,-866.28
0.65,220,2604,298,87,-918.45
0.65,225,2604,296,86,-745.09
0.65,230,2604,289,85,-559.74
0.65,235,2604,289,85,-599.01
0.65,240,2604,286,85,-639.11
0.65,245,2604,285,84,-936.97
0.65,250,2604,285,84,-982.32
0.65,255,2604,285,84,-1025.53
0.65,260,2604,282,84,-1067.08
0.65,265,2604,282,84,-1108.38
0.65,270,2604,281,84,-1150.6
0.65,275,2604,278,84,-1193.98
0.65,280,2604,276,84,-1240.72
0.65,285,2604,275,84,-1289.9
0.65,290,2604,272,83,-1605.54
0.65,295,2604,269,82,-1860.29
0.65,300,2604,268,82,-1915.3
0.65,305,2604,266,81,-1666.97
0.65,310,2604,266,81,-1718.92
0.65,315,2604,264,81,-1764.76
0.65,320,2604,262,81,-1814.82
0.65,325,2604,261,81,-1865.23
0.65,330,2604,258,81,-1915.88
0.65,335,2604,258,81,-1966.67
0.65,340,2604,256,81,-2016.31
0.65,345,2604,254,80,-2615.59
0.65,350,2604,254,80,-2675.56
0.65,355,2604,254,80,-2737.06
0.65,360,2604,254,80,-2800.94
0.65,365,2604,253,80,-2865.75
0.65,370,2604,252,80,-2931.66
