cap,bet,markets,fills,closed_with_fill,realized_pl
0.65,375,2604,248,79,-3323.02
0.65,380,2604,247,79,-3387.61
0.65,385,2604,244,78,-3066.03
0.65,390,2604,244,78,-3119.37
0.65,395,2604,240,76,-3162.52
0.65,400,2604,239,75,-3816.69
0.65,405,2604,238,75,-3869.28
0.65,410,2604,238,75,-3920.69
0.65,415,2604,237,75,-3973.41
0.65,420,2604,236,74,-4295.66
0.65,425,2604,235,74,-4346.93
0.65,430,2604,233,73,-4889.04
0.65,435,2604,233,73,-4947.51
0.65,440,2604,232,73,-5006.73
0.65,445,2604,231,72,-5583.77
0.65,450,2604,230,72,-5644.72
0.65,455,2604,229,71,-5250.76
0.65,460,2604,229,71,-5308.83
0.65,465,2604,229,71,-5368.82
0.65,470,2604,228,70,-4958.22
0.65,475,2604,228,70,-5014.05
0.65,480,2604,227,70,-5070.81
0.65,485,2604,227,70,-5118.12
0.65,490,2604,226,70,-5164.81
0.65,495,2604,225,69,-4715.7
0.65,500,2604,225,69,-4756.46
0.7,5,2604,596,161,553.31
0.7,10,2604,561,150,1036.88
0.7,15,2604,532,143,1588.63
0.7,20,2604,520,140,2112.15
0.7,25,2604,506,139,2589.78
0.7,30,2604,494,137,3175.49
0.7,35,2604,487,134,246.11
0.7,40,2604,479,131,262.53
0.7,45,2604,467,127,319.02
0.7,50,2604,459,124,329.1
0.7,55,2604,449,121,409.61
0.7,60,2604,436,118,428.48
0.7,65,2604,428,118,476.29
0.7,70,2604,421,116,396.66
0.7,75,2604,414,114,470.17
0.7,80,2604,409,114,516.35
0.7,85,2604,406,112,562.96
0.7,90,2604,404,112,590.69
0.7,95,2604,403,112,624.8
0.7,100,2604,397,112,656.92
0.7,105,2604,393,112,688.15
0.7,110,2604,390,112,717.69
0.7,115,2604,385,112,736.35
0.7,120,2604,381,112,753.96
0.7,125,2604,379,112,768.47
0.7,130,2604,373,111,715.3
0.7,135,2604,367,110,862.59
0.7,140,2604,365,110,878.81
0.7,145,2604,361,107,786.71
0.7,150,2604,359,107,799.17
0.7,155,2604,356,106,978.36
0.7,160,2604,354,106,997.69
0.7,165,2604,348,104,680.04
0.7,170,2604,346,104,679.14
0.7,175,2604,344,103,564.39
0.7,180,2604,342,103,555.12
0.7,185,2604,337,100,152.58
0.7,190,2604,337,100,127.52
0.7,195,2604,334,99,4.77
0.7,200,2604,334,99,-25.38
0.7,205,2604,328,95,-891.18
0.7,210,2604,326,95,-942.28
0.7,215,2604,326,95,-994.5
0.7,220,2604,324,94,-1182.35
0.7,225,2604,323,94,-1236.95
0.7,230,2604,316,93,-1060.2
0.7,235,2604,315,93,-1107.91
0.7,240,2604,313,93,-1154.8
0.7,245,2604,312,93,-1202.23
0.7,250,2604,312,93,-1249.44
0.7,255,2604,312,93,-1293.75
0.7,260,2604,310,92,-1602.37
0.7,265,2604,309,92,-1649.94
0.7,270,2604,309,92,-1697.29
0.7,275,2604,306,92,-1744.59
0.7,280,2604,304,92,-1797.37
0.7,285,2604,301,92,-1851.81
0.7,290,2604,297,91,-2173.48
0.7,295,2604,295,90,-2435.68
0.7,300,2604,294,90,-2498.48
0.7,305,2604,293,90,-2560.79
0.7,310,2604,292,90,-2623.2
0.7,315,2604,288,90,-2686.06
0.7,320,2604,286,90,-2743.19
0.7,325,2604,284,88,-3142.87
0.7,330,2604,281,88,-3209.31
0.7,335,2604,279,88,-3276.38
0.7,340,2604,277,88,-3342.39
0.7,345,2604,275,87,-3957.93
0.7,350,2604,273,87,-4036.71
0.7,355,2604,273,87,-4116.45
0.7,360,2604,273,87,-4198.45
0.7,365,2604,272,87,-4278.47
0.7,370,2604,270,87,-4358.23
0.7,375,2604,265,86,-4764.36
0.7,380,2604,262,85,-5028.8
0.7,385,2604,258,83,-4340.58
0.7,390,2604,258,83,-4408.32
0.7,395,2604,255,83,-4476.32
0.7,400,2604,254,82,-5144.5
0.7,405,2604,253,81,-4807.03
0.7,410,2604,253,81,-4869.28
0.7,415,2604,252,81,-4931.32
0.7,420,2604,252,81,-4988.99
0.7,425,2604,251,81,-5045.15
0.7,430,2604,250,81,-5104.57
0.7,435,2604,250,81,-5164.22
0.7,440,2604,249,81,-5223.71
0.7,445,2604,247,81,-5284.36
0.7,450,2604,247,81,-5346.27
0.7,455,2604,246,80,-4953.32
0.7,460,2604,246,80,-5015.72
0.7,465,2604,246,80,-5079.32
0.7,470,2604,245,79,-4671.77
0.7,475,2604,244,78,-5261.66
0.7,480,2604,242,78,-5325.54
0.7,485,2604,241,78,-5382.52
0.7,490,2604,241,78,-5436.67
0.7,495,2604,238,75,-5017.46
0.7,500,2604,238,75,-5063.73
0.75,5,2604,651,168,544.3
0.75,10,2604,615,158,1017.19
0.75,15,2604,589,152,1576.1
0.75,20,2604,573,148,2061.64
0.75,25,2604,560,146,2510.98
0.75,30,2604,542,144,3077.93
0.75,35,2604,530,142,142.57
0.75,40,2604,520,139,132.48
0.75,45,2604,508,136,204.05
0.75,50,2604,501,134,217.39
0.75,55,2604,492,131,331.71
0.75,60,2604,479,128,345.45
0.75,65,2604,471,128,380.53
0.75,70,2604,464,126,288.32
0.75,75,2604,459,125,380.29
0.75,80,2604,451,122,317.55
0.75,85,2604,447,121,260.58
0.75,90,2604,444,121,271.52
0.75,95,2604,443,121,290.1
0.75,100,2604,437,120,411.76
0.75,105,2604,428,119,537.91
0.75,110,2604,425,119,560.98
0.75,115,2604,421,119,574.06
0.75,120,2604,413,119,583.29
0.75,125,2604,410,119,590.87
0.75,130,2604,403,119,597.5
0.75,135,2604,396,117,673.4
0.75,140,2604,395,117,687.76
0.75,145,2604,391,114,593.82
0.75,150,2604,388,114,604.22
0.75,155,2604,384,111,640.03
0.75,160,2604,383,111,642.1
0.75,165,2604,380,110,472.59
0.75,170,2604,376,110,467.65
0.75,175,2604,374,110,467.21
0.75,180,2604,369,109,350.55
0.75,185,2604,364,106,-11.32
0.75,190,2604,364,106,-26.61
0.75,195,2604,362,105,-140.49
0.75,200,2604,362,105,-162.28
0.75,205,2604,356,102,-923.04
0.75,210,2604,355,102,-964.93
0.75,215,2604,354,102,-1008.28
0.75,220,2604,352,101,-1190.65
0.75,225,2604,351,101,-1226.85
0.75,230,2604,345,100,-1029.8
0.75,235,2604,344,100,-1058.96
0.75,240,2604,343,100,-1096.46
0.75,245,2604,342,100,-1137.58
0.75,250,2604,341,100,-1177.21
0.75,255,2604,341,100,-1212.36
0.75,260,2604,338,99,-1516.31
0.75,265,2604,337,98,-1675.71
0.75,270,2604,337,98,-1719.61
0.75,275,2604,333,97,-1889.52
0.75,280,2604,332,97,-1936.6
0.75,285,2604,330,97,-1984.82
0.75,290,2604,326,96,-2299.17
0.75,295,2604,326,96,-2351.13
0.75,300,2604,326,96,-2404.27
0.75,305,2604,322,96,-2458.1
0.75,310,2604,321,96,-2512.16
0.75,315,2604,318,96,-2565.92
0.75,320,2604,316,96,-2619.09
0.75,325,2604,316,96,-2673.47
0.75,330,2604,313,96,-2731.07
0.75,335,2604,312,96,-2787.93
0.75,340,2604,308,95,-3107.79
0.75,345,2604,306,94,-3711.0
0.75,350,2604,304,94,-3780.74
0.75,355,2604,302,94,-3852.22
0.75,360,2604,302,94,-3927.89
0.75,365,2604,302,94,-4004.29
0.75,370,2604,300,94,-4080.22
0.75,375,2604,296,93,-4340.76
0.75,380,2604,294,92,-4738.95
0.75,385,2604,290,91,-4428.31
0.75,390,2604,289,91,-4491.17
0.75,395,2604,286,91,-4551.22
0.75,400,2604,285,90,-5214.27
0.75,405,2604,284,89,-4873.23
0.75,410,2604,283,89,-4931.5
0.75,415,2604,282,89,-4989.79
0.75,420,2604,282,89,-5044.08
0.75,425,2604,281,89,-5096.31
0.75,430,2604,279,88,-4722.01
0.75,435,2604,279,88,-4773.13
0.75,440,2604,278,88,-4826.19
0.75,445,2604,278,88,-4880.7
0.75,450,2604,278,88,-4935.47
0.75,455,2604,277,87,-4535.09
0.75,460,2604,277,87,-4587.42
0.75,465,2604,277,87,-4640.81
0.75,470,2604,276,86,-4223.12
0.75,475,2604,276,86,-4271.93
0.75,480,2604,275,86,-4322.77
0.75,485,2604,273,86,-4367.91
0.75,490,2604,273,86,-4409.95
0.75,495,2604,271,84,-3461.14
0.75,500,2604,271,84,-3492.86
0.8,5,2604,726,181,554.8
0.8,10,2604,677,170,1085.72
0.8,15,2604,652,163,1598.51
0.8,20,2604,634,160,2104.37
0.8,25,2604,621,157,2598.39
0.8,30,2604,604,154,3125.83
0.8,35,2604,595,152,195.28
0.8,40,2604,585,150,227.92
0.8,45,2604,574,147,317.02
0.8,50,2604,566,145,334.8
0.8,55,2604,558,143,476.15
0.8,60,2604,543,140,498.55
0.8,65,2604,531,140,542.51
0.8,70,2604,523,138,457.26
0.8,75,2604,518,137,555.89
0.8,80,2604,509,135,540.59
0.8,85,2604,504,134,495.93
0.8,90,2604,500,134,519.69
0.8,95,2604,495,133,526.25
0.8,100,2604,490,132,655.12
0.8,105,2604,483,132,685.16
0.8,110,2604,479,131,641.82
0.8,115,2604,473,130,628.39
0.8,120,2604,470,130,641.83
0.8,125,2604,465,128,579.05
0.8,130,2604,457,128,583.04
0.8,135,2604,453,127,725.97
0.8,140,2604,452,127,740.08
0.8,145,2604,447,124,645.82
0.8,150,2604,442,124,655.35
0.8,155,2604,440,124,663.23
0.8,160,2604,437,123,595.47
0.8,165,2604,433,121,360.93
0.8,170,2604,430,121,344.01
0.8,175,2604,427,120,253.4
0.8,180,2604,423,119,118.25
0.8,185,2604,417,118,-26.76
0.8,190,2604,415,116,-203.41
0.8,195,2604,413,116,-245.35
0.8,200,2604,413,116,-290.33
0.8,205,2604,408,114,-985.33
0.8,210,2604,406,114,-1043.93
0.8,215,2604,404,113,-1203.78
0.8,220,2604,401,112,-1395.59
0.8,225,2604,397,110,-1723.35
0.8,230,2604,390,109,-1558.24
0.8,235,2604,388,109,-1618.74
0.8,240,2604,384,108,-1746.97
0.8,245,2604,383,107,-1883.23
0.8,250,2604,383,107,-1945.3
0.8,255,2604,383,107,-2003.86
0.8,260,2604,382,107,-2066.24
0.8,265,2604,381,107,-2131.65
0.8,270,2604,380,107,-2197.39
0.8,275,2604,376,106,-2349.65
0.8,280,2604,374,106,-2417.79
0.8,285,2604,370,106,-2485.51
0.8,290,2604,369,106,-2555.77
0.8,295,2604,367,105,-2893.55
0.8,300,2604,365,104,-2668.1
0.8,305,2604,360,104,-2739.92
0.8,310,2604,359,104,-2809.47
0.8,315,2604,356,104,-2878.68
0.8,320,2604,352,104,-2948.17
0.8,325,2604,351,104,-3017.93
0.8,330,2604,347,104,-3089.1
0.8,335,2604,347,104,-3159.26
0.8,340,2604,344,104,-3228.11
0.8,345,2604,342,103,-3846.88
0.8,350,2604,341,103,-3929.09
0.8,355,2604,341,103,-4012.48
0.8,360,2604,339,101,-4509.77
0.8,365,2604,338,101,-4598.03
0.8,370,2604,335,100,-4782.71
0.8,375,2604,332,100,-4867.56
0.8,380,2604,331,100,-4948.31
0.8,385,2604,328,99,-4643.79
0.8,390,2604,326,99,-4715.25
0.8,395,2604,322,98,-4973.71
0.8,400,2604,321,97,-5646.73
0.8,405,2604,321,97,-5721.39
0.8,410,2604,321,97,-5795.18
0.8,415,2604,318,97,-5868.98
0.8,420,2604,317,96,-5518.68
0.8,425,2604,314,95,-5918.83
0.8,430,2604,313,95,-5987.34
0.8,435,2604,313,95,-6055.51
0.8,440,2604,312,95,-6123.63
0.8,445,2604,311,95,-6192.85
0.8,450,2604,311,95,-6262.02
0.8,455,2604,309,94,-5876.22
0.8,460,2604,308,93,-5482.98
0.8,465,2604,307,92,-5080.77
0.8,470,2604,306,91,-4667.26
0.8,475,2604,306,91,-4719.78
0.8,480,2604,305,91,-4774.75
0.8,485,2604,303,91,-4819.51
0.8,490,2604,302,91,-4865.29
0.8,495,2604,300,89,-3920.5
0.8,500,2604,300,89,-3957.03
