cap,bet,markets,fills,closed_with_fill,closed_y,closed_no,cost_all,cost_closed,realized_pl,value_per_dollar
0.65,20,3056,573,179,92,87,11460,3580,2679.07,0.7483429189944134
0.65,25,3056,553,176,91,85,13825,4400,3322.68,0.7551538647727271
0.65,30,3056,534,172,90,82,16020,5160,3902.1,0.7562208298449615
0.65,35,3056,525,169,89,80,18375,5915,1092.57,0.1847122556213018
0.65,40,3056,514,165,88,77,20560,6600,1205.99,0.18272519954545452
0.65,45,3056,505,163,86,77,22725,7335,1465.05,0.19973427675528282
0.65,50,3056,489,160,85,75,24450,8000,1623.98,0.20299801937499995
0.65,55,3056,478,157,84,73,26290,8635,1767.17,0.20465236502605672
0.65,60,3056,471,155,83,72,28260,9300,1939.25,0.20852175827956987
0.65,65,3056,463,153,82,71,30095,9945,2119.54,0.21312618632478636
0.65,70,3056,453,151,82,69,31710,10570,2142.44,0.20269074683065283
0.65,75,3056,449,151,82,69,33675,11325,2302.06,0.20327273545253863
0.65,80,3056,445,151,82,69,35600,12080,2454.75,0.2032080034768213
0.65,85,3056,438,150,81,69,37230,12750,2678.75,0.21009782117647052
0.65,90,3056,433,150,81,69,38970,13500,2822.69,0.20908841488888896
0.65,95,3056,431,149,81,68,40945,14155,2927.29,0.20680269975273743
0.65,100,3056,430,149,81,68,43000,14900,3077.04,0.20651276644295305
0.65,105,3056,429,149,81,68,45045,15645,3221.55,0.20591549204218612
0.65,110,3056,424,149,81,68,46640,16390,3363.43,0.20521250915192188
0.65,115,3056,418,148,81,67,48070,17020,3347.32,0.19666988419506465
0.65,120,3056,415,147,81,66,49800,17640,3403.35,0.19293374138322003
0.65,125,3056,413,147,81,66,51625,18375,3550.26,0.19321162590476185
0.65,130,3056,406,146,80,66,52780,18980,3837.13,0.20216699120126447
0.65,135,3056,400,144,79,65,54000,19440,4015.16,0.20654109367283946
0.65,140,3056,395,143,79,64,55300,20020,4099.43,0.20476683551448557
0.65,145,3056,392,142,79,63,56840,20590,4132.47,0.2007027691112191
0.65,150,3056,391,142,79,63,58650,21300,4286.53,0.20124573356807515
0.65,155,3056,388,141,78,63,60140,21855,4591.93,0.2101091268359643
0.65,160,3056,385,141,78,63,61600,22560,4737.88,0.21001255443262407
0.65,165,3056,384,140,78,62,63360,23100,4717.43,0.20421768095238088
0.65,170,3056,382,140,78,62,64940,23800,4845.08,0.20357497495798324
0.65,175,3056,379,137,77,60,66325,23975,4833.98,0.20162600379562037
0.65,180,3056,379,137,77,60,68220,24660,4964.33,0.20131086914030813
0.65,185,3056,377,137,77,60,69745,25345,5091.45,0.2008858913789702
0.65,190,3056,375,137,77,60,71250,26030,5216.26,0.20039420683826356
0.65,195,3056,374,137,77,60,72930,26715,5342.84,0.19999411510387424
0.65,200,3056,371,136,76,60,74200,27200,5666.97,0.20834462518382366
0.65,205,3056,366,134,76,58,75030,27470,5154.06,0.18762503050600657
0.65,210,3056,366,134,76,58,76860,28140,5269.67,0.1872660689410092
0.65,215,3056,363,133,75,58,78045,28595,5600.05,0.19584004735093546
0.65,220,3056,359,133,75,58,78980,29260,5721.45,0.19553827177033495
0.65,225,3056,358,132,74,58,80550,29700,6069.45,0.20435850646464643
0.65,230,3056,350,131,73,58,80500,30130,6427.74,0.21333359930302026
0.65,235,3056,349,131,73,58,82015,30785,6558.53,0.21304314870878674
0.65,240,3056,348,131,73,58,83520,31440,6691.63,0.21283811577608142
0.65,245,3056,347,130,73,57,85015,31850,6569.33,0.2062583749450549
0.65,250,3056,345,130,73,57,86250,32500,6698.95,0.20612145101538448
0.65,255,3056,345,130,73,57,87975,33150,6828.97,0.2060022194871795
0.65,260,3056,343,130,73,57,89180,33800,6959.33,0.2058972369822485
0.65,265,3056,342,130,73,57,90630,34450,7086.82,0.20571315494920175
0.65,270,3056,342,130,73,57,92340,35100,7213.78,0.2055208115384614
0.65,275,3056,339,130,73,57,93225,35750,7339.74,0.2053073100699301
0.65,280,3056,336,130,73,57,94080,36400,7462.54,0.20501481079670325
0.65,285,3056,334,130,73,57,95190,37050,7582.54,0.20465705735492573
0.65,290,3056,333,129,73,56,96570,37410,7434.1,0.19871956776263033
0.65,295,3056,331,128,73,55,97645,37760,7346.04,0.19454551718749996
0.65,300,3056,330,128,73,55,99000,38400,7453.95,0.1941131870052084
0.65,305,3056,328,127,72,55,100040,38735,7861.69,0.20296094816057833
0.65,310,3056,328,127,72,55,101680,39370,7968.78,0.2024075019304039
0.65,315,3056,326,126,71,55,102690,39690,8396.0,0.2115394885361552
0.65,320,3056,325,126,71,55,104000,40320,8509.49,0.2110488999007936
0.65,325,3056,324,126,71,55,105300,40950,8625.52,0.21063547975579977
0.65,330,3056,321,125,70,55,105930,41250,9072.02,0.21992787643636366
0.65,335,3056,321,125,70,55,107535,41875,9193.34,0.21954241525970145
0.65,340,3056,320,125,70,55,108800,42500,9313.58,0.21914309498823528
0.65,345,3056,319,124,70,54,110055,42780,8880.07,0.20757536103319307
0.65,350,3056,318,124,70,54,111300,43400,8982.56,0.206971363732719
0.65,355,3056,317,124,70,54,112535,44020,9082.93,0.20633638314402547
0.65,360,3056,316,124,70,54,113760,44640,9179.25,0.20562841805555562
0.65,365,3056,315,124,70,54,114975,45260,9275.39,0.20493561725585516
0.65,370,3056,315,124,70,54,116550,45880,9372.22,0.20427682774629477
0.65,375,3056,313,123,70,53,117375,46125,9146.19,0.19829142122493226
0.65,380,3056,311,123,70,53,118180,46740,9253.57,0.19797960626872052
0.65,385,3056,306,122,69,53,117810,46970,9742.61,0.20742196802214188
0.65,390,3056,305,122,69,53,118950,47580,9853.95,0.2071027158049601
0.65,395,3056,303,120,68,52,119685,47400,9972.39,0.21038793850210966
0.65,400,3056,301,119,68,51,120400,47600,9479.23,0.1991434790966387
0.65,405,3056,299,119,68,51,121095,48195,9587.59,0.1989332399419026
0.65,410,3056,299,119,68,51,122590,48790,9695.43,0.19871756220536996
0.65,415,3056,298,119,68,51,123670,49385,9801.29,0.198466946400729
0.65,420,3056,294,118,68,50,123480,49560,9637.35,0.19445829987893462
0.65,425,3056,294,118,68,50,124950,50150,9744.71,0.19431132209371893
0.65,430,3056,291,117,68,49,125130,50310,9361.54,0.18607705748360168
0.65,435,3056,288,117,68,49,125280,50895,9461.69,0.18590613594655664
0.65,440,3056,286,117,68,49,125840,51480,9557.52,0.18565503945221437
0.65,445,3056,284,116,68,48,126380,51620,9132.62,0.1769202048430841
0.65,450,3056,283,116,68,48,127350,52200,9223.08,0.17668730819923376
0.65,455,3056,282,115,67,48,128310,52325,9767.6,0.1866717758241758
0.65,460,3056,282,115,67,48,129720,52900,9858.43,0.18635965967863902
0.65,465,3056,281,115,67,48,130665,53475,9948.11,0.18603285488546054
0.65,470,3056,279,114,66,48,131130,53580,10507.97,0.19611733350130642
0.65,475,3056,279,114,66,48,132525,54150,10598.2,0.19571926570637113
0.65,480,3056,279,114,66,48,133920,54720,10688.49,0.19533066580774852
0.65,485,3056,278,114,66,48,134830,55290,10788.79,0.19513097531199136
0.65,490,3056,276,114,66,48,135240,55860,10884.16,0.19484711643394198
0.65,495,3056,274,112,65,47,135630,55440,10418.38,0.18792165808080818
0.65,500,3056,274,112,65,47,137000,56000,10514.28,0.18775502894642854
0.7,5,3056,716,214,103,111,3580,1070,670.32,0.6264670691588785
0.7,10,3056,673,201,99,102,6730,2010,1276.28,0.6349637592039802
0.7,15,3056,637,194,95,99,9555,2910,1961.39,0.6740171103092782
0.7,20,3056,618,191,94,97,12360,3820,2618.66,0.6855126437172774
0.7,25,3056,603,190,94,96,15075,4750,3229.2,0.6798314757894734
0.7,30,3056,585,188,92,96,17550,5640,3946.79,0.6997859491134752
0.7,35,3056,574,185,91,94,20090,6475,1150.55,0.17769148787644792
0.7,40,3056,564,182,90,92,22560,7280,1307.35,0.179581579532967
0.7,45,3056,551,177,88,89,24795,7965,1483.7,0.18627789717514118
0.7,50,3056,534,173,87,86,26700,8650,1600.56,0.18503531526011566
0.7,55,3056,525,170,85,85,28875,9350,1818.76,0.1945201583957218
0.7,60,3056,515,167,84,83,30900,10020,1974.23,0.19702883193612777
0.7,65,3056,508,166,83,83,33020,10790,2221.51,0.20588601788693237
0.7,70,3056,498,164,83,81,34860,11480,2281.12,0.19870383702090594
0.7,75,3056,490,162,82,80,36750,12150,2496.79,0.20549691687242794
0.7,80,3056,485,162,82,80,38800,12960,2682.31,0.2069686226851852
0.7,85,3056,478,160,81,79,40630,13600,2865.7,0.21071345970588232
0.7,90,3056,477,160,81,79,42930,14400,3029.18,0.21036003895833327
0.7,95,3056,477,160,81,79,45315,15200,3199.11,0.2104678436184211
0.7,100,3056,474,160,81,79,47400,16000,3367.19,0.21044952681249998
0.7,105,3056,471,160,81,79,49455,16800,3533.59,0.21033272375000006
0.7,110,3056,464,160,81,79,51040,17600,3697.96,0.21011149573863633
0.7,115,3056,461,160,81,79,53015,18400,3849.85,0.20923103902173917
0.7,120,3056,456,160,81,79,54720,19200,4007.39,0.2087183223958334
0.7,125,3056,454,160,81,79,56750,20000,4169.21,0.20846041215
0.7,130,3056,448,159,81,78,58240,20670,4265.74,0.20637332268988873
0.7,135,3056,440,158,80,78,59400,21330,4560.95,0.21382787144866383
0.7,140,3056,437,158,80,78,61180,22120,4730.88,0.21387360370705238
0.7,145,3056,431,155,79,76,62495,22475,4799.55,0.21355056965517252
0.7,150,3056,431,155,79,76,64650,23250,4970.36,0.2137790201290323
0.7,155,3056,429,154,78,76,66495,23870,5308.58,0.22239527842480108
0.7,160,3056,426,154,78,76,68160,24640,5482.36,0.2224981838474025
0.7,165,3056,422,151,78,73,69630,24915,5226.3,0.209765279590608
0.7,170,3056,420,151,78,73,71400,25670,5373.03,0.20931172345149993
0.7,175,3056,418,149,77,72,73150,26075,5586.12,0.21423266726749754
0.7,180,3056,416,149,77,72,74880,26820,5735.37,0.21384675078299775
0.7,185,3056,411,146,77,69,76035,27010,5493.75,0.20339687112180663
0.7,190,3056,408,146,77,69,77520,27740,5630.22,0.20296405219899072
0.7,195,3056,406,145,77,68,79170,28275,5671.52,0.2005840927320954
0.7,200,3056,406,145,77,68,81200,29000,5805.27,0.2001816985517242
0.7,205,3056,399,141,77,64,81795,28905,5112.68,0.17687859906590556
0.7,210,3056,398,141,77,64,83580,29610,5230.19,0.1766360559270517
0.7,215,3056,398,141,77,64,85570,30315,5347.08,0.17638403691241963
0.7,220,3056,392,140,77,63,86240,30800,5329.52,0.17303643292207796
0.7,225,3056,392,140,77,63,88200,31500,5446.3,0.17289828530158732
0.7,230,3056,384,139,76,63,88320,31970,5792.87,0.18119698895839856
0.7,235,3056,381,139,76,63,89535,32665,5912.39,0.181000868636155
0.7,240,3056,381,139,76,63,91440,33360,6034.95,0.18090389739208634
0.7,245,3056,381,139,76,63,93345,34055,6159.78,0.18087743309352522
0.7,250,3056,379,139,76,63,94750,34750,6284.28,0.18084267660431655
0.7,255,3056,379,139,76,63,96645,35445,6409.9,0.18084078016645502
0.7,260,3056,377,138,76,62,98020,35880,6270.12,0.17475248297101453
0.7,265,3056,376,138,76,62,99640,36570,6388.75,0.17469907046759636
0.7,270,3056,376,138,76,62,101520,37260,6507.1,0.17464049393451417
0.7,275,3056,372,138,76,62,102300,37950,6625.39,0.1745819612911726
0.7,280,3056,370,138,76,62,103600,38640,6738.88,0.1744016793219461
0.7,285,3056,369,138,76,62,105165,39330,6850.49,0.17417978357487918
0.7,290,3056,366,137,76,61,106140,39730,6693.41,0.16847248192801415
0.7,295,3056,364,136,76,60,107380,40120,6594.76,0.16437593297607178
0.7,300,3056,363,136,76,60,108900,40800,6691.84,0.1640157586029412
0.7,305,3056,362,136,76,60,110410,41480,6785.7,0.16358979117647057
0.7,310,3056,362,136,76,60,112220,42160,6879.47,0.1631752902751423
0.7,315,3056,358,135,75,60,112770,42525,7286.7,0.17135101683715454
0.7,320,3056,356,135,75,60,113920,43200,7390.44,0.17107497437499988
0.7,325,3056,353,133,75,58,114725,43225,7154.24,0.16551172805089642
0.7,330,3056,351,132,74,58,115830,43560,7583.15,0.17408506634527088
0.7,335,3056,350,132,74,58,117250,44220,7686.31,0.1738197573722297
0.7,340,3056,348,132,74,58,118320,44880,7788.16,0.1735330206773618
0.7,345,3056,346,131,74,57,119370,45195,7337.57,0.1623536598517535
0.7,350,3056,345,131,74,57,120750,45850,7419.8,0.16182765997818976
0.7,355,3056,343,131,74,57,121765,46505,7499.6,0.16126442793248047
0.7,360,3056,341,131,74,57,122760,47160,7575.4,0.16063193036471587
0.7,365,3056,340,131,74,57,124100,47815,7653.84,0.16007196034717142
0.7,370,3056,339,131,74,57,125430,48470,7734.42,0.15957126952754289
0.7,375,3056,335,130,74,56,125625,48750,7491.17,0.15366499862564106
0.7,380,3056,333,129,74,55,126540,49020,7394.91,0.15085497282741747
0.7,385,3056,328,127,72,55,126280,48895,8246.94,0.16866622945086412
0.7,390,3056,327,127,72,55,127530,49530,8340.31,0.16838896430446199
0.7,395,3056,324,127,72,55,127980,50165,8430.33,0.16805210521279773
0.7,400,3056,323,126,72,54,129200,50400,7919.44,0.1571317111507938
0.7,405,3056,321,125,71,54,130005,50625,8413.89,0.16620028523456795
0.7,410,3056,321,125,71,54,131610,51250,8506.96,0.1659895466341465
0.7,415,3056,320,125,71,54,132800,51875,8599.82,0.16577960327710842
0.7,420,3056,319,125,71,54,133980,52500,8696.24,0.16564260817142862
0.7,425,3056,319,125,71,54,135575,53125,8795.02,0.16555338475294126
0.7,430,3056,317,125,71,54,136310,53750,8891.59,0.16542484855813963
0.7,435,3056,315,125,71,54,137025,54375,8987.82,0.16529316082758622
0.7,440,3056,313,125,71,54,137720,55000,9079.79,0.16508701692727273
0.7,445,3056,309,125,71,54,137505,55625,9167.39,0.16480702304719097
0.7,450,3056,308,125,71,54,138600,56250,9252.98,0.16449744186666673
0.7,455,3056,307,124,70,54,139685,56420,9793.04,0.17357393059198872
0.7,460,3056,307,124,70,54,141220,57040,9876.7,0.1731538584502104
0.7,465,3056,307,124,70,54,142755,57660,9958.69,0.17271400513354151
0.7,470,3056,305,123,69,54,143350,57810,10512.31,0.18184248559072835
0.7,475,3056,302,122,69,53,143450,57950,10064.94,0.1736832443485764
0.7,480,3056,302,122,69,53,144960,58560,10143.82,0.17322104868510926
0.7,485,3056,301,122,69,53,145985,59170,10225.88,0.17282201764407643
0.7,490,3056,300,122,69,53,147000,59780,10309.77,0.17246183364001336
0.7,495,3056,297,119,67,52,147015,58905,10865.4,0.1844563696969698
0.7,500,3056,297,119,67,52,148500,59500,10955.19,0.18412089867226886
0.75,5,3056,789,225,104,121,3945,1125,685.96,0.6097383191111113
0.75,10,3056,737,212,100,112,7370,2120,1267.84,0.5980376768867927
0.75,15,3056,703,205,96,109,10545,3075,1953.49,0.635280679674797
0.75,20,3056,682,201,96,105,13640,4020,2568.09,0.6388281763681591
0.75,25,3056,669,199,96,103,16725,4975,3148.95,0.6329548502512562
0.75,30,3056,646,197,94,103,19380,5910,3846.31,0.6508139159052452
0.75,35,3056,632,194,93,101,22120,6790,994.05,0.14639946421207656
0.75,40,3056,622,191,92,99,24880,7640,1121.22,0.14675629777486904
0.75,45,3056,606,187,90,97,27270,8415,1309.94,0.15566679904931663
0.75,50,3056,592,185,89,96,29600,9250,1461.73,0.15802437600000002
0.75,55,3056,583,182,87,95,32065,10010,1713.52,0.1711803536463536
0.75,60,3056,573,178,86,92,34380,10680,1841.62,0.17243618726591775
0.75,65,3056,563,177,85,92,36595,11505,2074.07,0.1802751148196437
0.75,70,3056,552,175,85,90,38640,12250,2119.29,0.17300318759183678
0.75,75,3056,546,174,84,90,40950,13050,2352.03,0.1802320180842912
0.75,80,3056,540,171,84,87,43200,13680,2427.93,0.17748003983918134
0.75,85,3056,534,170,84,86,45390,14450,2507.06,0.173499086366782
0.75,90,3056,531,170,84,86,47790,15300,2653.49,0.17343043431372546
0.75,95,3056,531,170,84,86,50445,16150,2807.26,0.17382411337461307
0.75,100,3056,525,169,83,86,52500,16900,3064.08,0.18130670124260354
0.75,105,3056,519,168,82,86,54495,17640,3324.79,0.18848041893424047
0.75,110,3056,510,168,82,86,56100,18480,3482.04,0.18842206412337675
0.75,115,3056,506,168,82,86,58190,19320,3627.8,0.1877743930124223
0.75,120,3056,502,168,82,86,60240,20160,3773.47,0.18717605749007957
0.75,125,3056,500,168,82,86,62500,21000,3919.43,0.18663938457142853
0.75,130,3056,494,168,82,86,64220,21840,4067.9,0.18625931900183149
0.75,135,3056,485,166,81,85,65475,22410,4287.63,0.19132684801427935
0.75,140,3056,481,166,81,85,67340,23240,4447.36,0.19136670060240957
0.75,145,3056,475,163,80,83,68875,23635,4501.46,0.19045729900571184
0.75,150,3056,475,163,80,83,71250,24450,4667.25,0.19088971881390598
0.75,155,3056,469,159,79,80,72695,24645,4789.86,0.19435418324203693
0.75,160,3056,467,159,79,80,74720,25440,4946.92,0.1944544338836478
0.75,165,3056,466,158,79,79,76890,26070,4927.38,0.18900561327196003
0.75,170,3056,462,158,79,79,78540,26860,5071.92,0.1888280080789278
0.75,175,3056,459,157,78,79,80325,27475,5397.15,0.1964387034758872
0.75,180,3056,455,156,78,78,81900,28080,5436.63,0.1936122198361823
0.75,185,3056,449,153,78,75,83065,28305,5232.61,0.18486535106871574
0.75,190,3056,446,153,78,75,84740,29070,5376.36,0.1849454413140695
0.75,195,3056,443,152,78,74,86385,29640,5422.91,0.18295933647098514
0.75,200,3056,443,152,78,74,88600,30400,5561.48,0.18294347095394745
0.75,205,3056,437,149,78,71,89585,30545,4973.52,0.16282614843673274
0.75,210,3056,435,149,78,71,91350,31290,5103.01,0.1630875090763822
0.75,215,3056,434,149,78,71,93310,32035,5229.95,0.16325724766661465
0.75,220,3056,430,148,78,70,94600,32560,5219.24,0.1602961894348895
0.75,225,3056,430,148,78,70,96750,33300,5355.87,0.16083699954954947
0.75,230,3056,423,147,77,70,97290,33810,5723.94,0.16929726299911269
0.75,235,3056,419,147,77,70,98465,34545,5865.1,0.16978130215660733
0.75,240,3056,419,147,77,70,100560,35280,6000.52,0.1700828422619048
0.75,245,3056,418,147,77,70,102410,36015,6132.83,0.1702853591559072
0.75,250,3056,416,147,77,70,104000,36750,6265.38,0.17048656878911558
0.75,255,3056,416,147,77,70,106080,37485,6400.89,0.17075867301587302
0.75,260,3056,414,146,77,69,107640,37960,6266.77,0.16508884017386724
0.75,265,3056,413,145,77,68,109445,38425,6275.24,0.1633113070396877
0.75,270,3056,412,145,77,68,111240,39150,6398.21,0.16342802434227327
0.75,275,3056,407,144,77,67,111925,39600,6395.34,0.16149839409090902
0.75,280,3056,404,144,77,67,113120,40320,6515.95,0.16160592574404767
0.75,285,3056,404,144,77,67,115140,41040,6634.6,0.1616617820175438
0.75,290,3056,402,143,77,66,116580,41470,6486.01,0.1564025071376899
0.75,295,3056,401,143,77,66,118295,42185,6598.36,0.15641475370392321
0.75,300,3056,400,143,77,66,120000,42900,6706.1,0.15631933888111893
0.75,305,3056,399,143,77,66,121695,43615,6811.2,0.15616647167258962
0.75,310,3056,399,143,77,66,123690,44330,6916.22,0.15601663088202122
0.75,315,3056,395,142,76,66,124425,44730,7333.24,0.16394464869215292
0.75,320,3056,393,142,76,66,125760,45440,7440.93,0.1637529584507042
0.75,325,3056,391,142,76,66,127075,46150,7550.08,0.16359860790899242
0.75,330,3056,387,141,75,66,127710,46530,7987.13,0.17165551405544807
0.75,335,3056,384,141,75,66,128640,47235,8099.92,0.1714813641155922
0.75,340,3056,382,140,75,65,129880,47600,7947.05,0.16695488947478992
0.75,345,3056,381,139,75,64,131445,47955,7507.86,0.15656049934313426
0.75,350,3056,380,139,75,64,133000,48650,7599.13,0.15619998380267214
0.75,355,3056,378,139,75,64,134190,49345,7686.92,0.155779197324957
0.75,360,3056,376,139,75,64,135360,50040,7771.44,0.15530456630695447
0.75,365,3056,375,139,75,64,136875,50735,7854.01,0.1548044983344831
0.75,370,3056,374,139,75,64,138380,51430,7936.51,0.15431669529457517
0.75,375,3056,372,138,75,63,139500,51750,7835.73,0.15141499221256036
0.75,380,3056,370,137,75,62,140600,52060,7602.03,0.14602431279293124
0.75,385,3056,365,136,74,62,140525,52360,8076.45,0.1542485517379679
0.75,390,3056,362,136,74,62,141180,53040,8176.87,0.15416423222096523
0.75,395,3056,361,136,74,62,142595,53720,8276.51,0.15406755625465374
0.75,400,3056,359,135,74,61,143600,54000,7772.44,0.14393412846296305
0.75,405,3056,357,134,73,61,144585,54270,8270.0,0.15238620385111482
0.75,410,3056,357,134,73,61,146370,54940,8368.13,0.15231391619949033
0.75,415,3056,355,134,73,61,147325,55610,8465.94,0.1522376823772703
0.75,420,3056,354,134,73,61,148680,56280,8565.94,0.1522022656361052
0.75,425,3056,354,134,73,61,150450,56950,8667.01,0.15218632491659365
0.75,430,3056,351,133,72,61,150930,57190,9194.6,0.1607728152823921
0.75,435,3056,349,133,72,61,151815,57855,9297.94,0.16071116078126352
0.75,440,3056,347,133,72,61,152680,58520,9396.56,0.16057002997265898
0.75,445,3056,346,133,72,61,153970,59185,9489.66,0.1603389750781448
0.75,450,3056,344,133,72,61,154800,59850,9581.84,0.16009750126984135
0.75,455,3056,343,132,71,61,156065,60060,10129.29,0.1686528434065934
0.75,460,3056,342,132,71,61,157320,60720,10224.06,0.16838046296113307
0.75,465,3056,342,132,71,61,159030,61380,10316.61,0.1680777496904529
0.75,470,3056,340,131,70,61,159800,61570,10879.22,0.1766967903524444
0.75,475,3056,338,131,70,61,160550,62225,10972.14,0.17633006132583362
0.75,480,3056,337,131,70,61,161760,62880,11063.66,0.1759487937181934
0.75,485,3056,336,131,70,61,162960,63535,11158.81,0.17563240827890148
0.75,490,3056,335,131,70,61,164150,64190,11255.65,0.1753488951394298
0.75,495,3056,333,129,68,61,164835,63855,12340.32,0.1932553184402161
0.75,500,3056,333,129,68,61,166500,64500,12444.3,0.19293486553488368
0.8,5,3056,879,241,104,137,4395,1205,695.9,0.5775065560165976
0.8,10,3056,815,227,100,127,8150,2270,1337.06,0.5890112281938327
0.8,15,3056,780,219,96,123,11700,3285,1977.47,0.601969478234399
0.8,20,3056,758,216,96,120,15160,4320,2613.2,0.6049082331018518
0.8,25,3056,743,213,96,117,18575,5325,3241.82,0.6087928351173709
0.8,30,3056,722,210,95,115,21660,6300,3901.25,0.6192460747619047
0.8,35,3056,709,208,94,114,24815,7280,1104.61,0.15173180384615384
0.8,40,3056,699,206,93,113,27960,8240,1278.29,0.15513228543689325
0.8,45,3056,683,202,91,111,30735,9090,1488.16,0.16371345401540147
0.8,50,3056,669,200,90,110,33450,10000,1647.99,0.16479920190000008
0.8,55,3056,661,198,88,110,36355,10890,1930.26,0.17725097291092745
0.8,60,3056,650,194,87,107,39000,11640,2070.3,0.1778609972508592
0.8,65,3056,639,193,86,107,41535,12545,2314.97,0.18453361355121561
0.8,70,3056,628,191,86,105,43960,13370,2370.5,0.1773000894540015
0.8,75,3056,619,190,85,105,46425,14250,2613.25,0.1833859388070176
0.8,80,3056,611,187,85,102,48880,14960,2718.92,0.18174626377005348
0.8,85,3056,603,186,85,101,51255,15810,2813.21,0.17793857672359265
0.8,90,3056,600,186,85,101,54000,16740,2974.54,0.1776905483273596
0.8,95,3056,596,185,85,100,56620,17575,3118.48,0.17743828068278805
0.8,100,3056,590,184,84,100,59000,18400,3384.8,0.1839566034239131
0.8,105,3056,585,184,84,100,61425,19320,3551.64,0.1838323531573499
0.8,110,3056,575,183,84,99,63250,20130,3644.68,0.18105690745156494
0.8,115,3056,571,182,84,98,65665,20930,3766.02,0.17993415824175824
0.8,120,3056,568,182,84,98,68160,21840,3917.94,0.17939300869963376
0.8,125,3056,563,180,84,96,70375,22500,3995.59,0.17758156235555553
0.8,130,3056,558,180,84,96,72540,23400,4143.48,0.1770717423076923
0.8,135,3056,553,179,83,96,74655,24165,4432.26,0.18341644858266085
0.8,140,3056,547,179,83,96,76580,25060,4593.73,0.1833090652434158
0.8,145,3056,542,176,82,94,78590,25520,4649.42,0.1821871978448277
0.8,150,3056,538,176,82,94,80700,26400,4816.39,0.1824389348863637
0.8,155,3056,534,175,82,93,82770,27125,4913.11,0.18112847111520738
0.8,160,3056,531,174,82,92,84960,27840,5002.43,0.17968503344109193
0.8,165,3056,529,172,82,90,87285,28380,4920.07,0.17336406409443267
0.8,170,3056,526,172,82,90,89420,29240,5054.86,0.17287491450068404
0.8,175,3056,522,170,81,89,91350,29750,5292.1,0.1778856179495799
0.8,180,3056,517,169,81,88,93060,30420,5315.23,0.17472801729125575
0.8,185,3056,512,168,81,87,94720,31080,5330.21,0.17149970740025744
0.8,190,3056,507,166,81,85,96330,31540,5314.76,0.16850844806594803
0.8,195,3056,504,166,81,85,98280,32370,5435.48,0.16791717831325306
0.8,200,3056,504,166,81,85,100800,33200,5553.55,0.16727552108433733
0.8,205,3056,498,164,81,83,102090,33620,5034.66,0.14975185205234984
0.8,210,3056,496,164,81,83,104160,34440,5150.75,0.14955707389663175
0.8,215,3056,494,163,81,82,106210,35045,5164.27,0.1473610307319161
0.8,220,3056,489,162,81,81,107580,35640,5147.17,0.14442121997755333
0.8,225,3056,487,160,81,79,109575,36000,4995.29,0.13875805016666665
0.8,230,3056,478,159,80,79,109940,36570,5334.51,0.14587123759912496
0.8,235,3056,475,159,80,79,111625,37365,5447.54,0.14579246709487487
0.8,240,3056,471,158,80,78,113040,37920,5495.46,0.14492247763713076
0.8,245,3056,468,157,80,77,114660,38465,5535.84,0.14391879383855455
0.8,250,3056,465,157,80,77,116250,39250,5649.16,0.14392776397452225
0.8,255,3056,464,157,80,77,118320,40035,5764.43,0.14398469326839008
0.8,260,3056,463,157,80,77,120380,40820,5874.93,0.14392287354238123
0.8,265,3056,462,157,80,77,122430,41605,5979.86,0.14372939355846645
0.8,270,3056,461,157,80,77,124470,42390,6083.02,0.14350139320594474
0.8,275,3056,457,156,80,76,125675,42900,6099.76,0.14218544967365968
0.8,280,3056,454,156,80,76,127120,43680,6201.27,0.14197038351648356
0.8,285,3056,451,156,80,76,128535,44460,6302.68,0.14176077197480885
0.8,290,3056,450,156,80,76,130500,45240,6400.46,0.14147799918213974
0.8,295,3056,449,155,80,75,132455,45725,6229.27,0.13623335127392017
0.8,300,3056,446,154,79,75,133800,46200,6617.84,0.14324336543290045
0.8,305,3056,444,154,79,75,135420,46970,6707.25,0.14279851166702145
0.8,310,3056,443,154,79,75,137330,47740,6799.1,0.14241941395056554
0.8,315,3056,441,153,78,75,138915,48195,7203.0,0.14945534816889716
0.8,320,3056,437,152,78,74,139840,48640,7209.93,0.14823041122532896
0.8,325,3056,436,152,78,74,141700,49400,7305.69,0.14788839406882595
0.8,330,3056,433,151,77,74,142890,49830,7731.13,0.15515016144892635
0.8,335,3056,432,151,77,74,144720,50585,7832.54,0.15483920193733317
0.8,340,3056,431,151,77,74,146540,51340,7932.6,0.15451107481495904
0.8,345,3056,430,150,77,73,148350,51750,7479.84,0.14453805426086955
0.8,350,3056,428,150,77,73,149800,52500,7560.56,0.144010756152381
0.8,355,3056,426,150,77,73,151230,53250,7638.37,0.14344348122065725
0.8,360,3056,422,148,77,71,151920,53280,7303.15,0.13707109420045044
0.8,365,3056,421,148,77,71,153665,54020,7375.68,0.1365361090151796
0.8,370,3056,419,147,77,70,155030,54390,7351.21,0.1351573769810627
0.8,375,3056,418,147,77,70,156750,55125,7427.88,0.13474613804988658
0.8,380,3056,417,147,77,70,158460,55860,7513.44,0.1345048209452202
0.8,385,3056,413,146,76,70,159005,56210,7983.56,0.1420309105141434
0.8,390,3056,411,146,76,70,160290,56940,8077.15,0.14185375702493855
0.8,395,3056,409,145,76,69,161555,57275,7980.16,0.13933060115233525
0.8,400,3056,408,144,76,68,163200,57600,7467.88,0.12965070409722237
